R_ID,Or_ID,Prod_Rating,Delivery_Service_Rating
RT_101004386,OR_31006572,1,2
RT_101004387,OR_31001240,1,2
RT_101004388,OR_31002051,5,1
RT_101004389,OR_31009690,5,3
RT_101004390,OR_31004159,3,3
RT_101004391,OR_31004212,3,1
RT_101004392,OR_31009234,5,5
RT_101004393,OR_31006501,4,1
RT_101004394,OR_31005409,5,1
RT_101004395,OR_31003922,3,4
RT_101004396,OR_31003905,1,2
RT_101004397,OR_31001923,3,5
RT_101004398,OR_31009221,1,5
RT_101004399,OR_31000751,5,5
RT_101004400,OR_31007927,4,4
RT_101004401,OR_31002723,4,1
RT_101004402,OR_31004684,1,5
RT_101004403,OR_31004441,4,5
RT_101004404,OR_31000791,3,1
RT_101004405,OR_31002947,4,1
RT_101004406,OR_31005474,2,2
RT_101004407,OR_31002117,5,2
RT_101004408,OR_31000979,3,4
RT_101004409,OR_31009488,1,2
RT_101004410,OR_31006395,4,2
RT_101004411,OR_31007526,1,3
RT_101004412,OR_31002737,4,2
RT_101004413,OR_31008266,3,1
RT_101004414,OR_31004729,5,2
RT_101004415,OR_31001190,4,3
RT_101004416,OR_31000414,1,2
RT_101004417,OR_31009535,3,5
RT_101004418,OR_31004917,2,1
RT_101004419,OR_31006754,5,3
RT_101004420,OR_31000941,5,2
RT_101004421,OR_31006732,1,2
RT_101004422,OR_31009800,3,1
RT_101004423,OR_31003990,2,2
RT_101004424,OR_31009007,2,4
RT_101004425,OR_31005484,1,2
RT_101004426,OR_31002470,2,4
RT_101004427,OR_31009399,1,5
RT_101004428,OR_31003682,3,4
RT_101004429,OR_31008325,2,4
RT_101004430,OR_31001262,4,4
RT_101004431,OR_31006684,2,5
RT_101004432,OR_31009107,4,2
RT_101004433,OR_31008743,1,3
RT_101004434,OR_31005151,3,1
RT_101004435,OR_31007336,5,2
RT_101004436,OR_31001830,2,5
RT_101004437,OR_31006746,3,4
RT_101004438,OR_31006284,1,1
RT_101004439,OR_31005967,4,4
RT_101004440,OR_31000883,2,4
RT_101004441,OR_31004416,1,3
RT_101004442,OR_31006618,2,4
RT_101004443,OR_31000690,5,3
RT_101004444,OR_31005617,2,5
RT_101004445,OR_31004031,1,4
RT_101004446,OR_31001359,4,3
RT_101004447,OR_31006761,1,2
RT_101004448,OR_31001277,2,2
RT_101004449,OR_31000704,4,5
RT_101004450,OR_31009076,5,2
RT_101004451,OR_31005403,1,5
RT_101004452,OR_31008827,3,4
RT_101004453,OR_31008149,4,3
RT_101004454,OR_31009584,5,5
RT_101004455,OR_31000257,5,5
RT_101004456,OR_31002199,5,4
RT_101004457,OR_31000667,1,2
RT_101004458,OR_31002068,4,5
RT_101004459,OR_31002634,2,3
RT_101004460,OR_31009657,5,1
RT_101004461,OR_31004140,3,4
RT_101004462,OR_31009965,2,3
RT_101004463,OR_31004914,3,2
RT_101004464,OR_31002538,1,3
RT_101004465,OR_31008447,2,1
RT_101004466,OR_31008037,5,1
RT_101004467,OR_31007500,2,1
RT_101004468,OR_31003031,4,2
RT_101004469,OR_31006957,2,3
RT_101004470,OR_31008796,3,2
RT_101004471,OR_31002270,1,1
RT_101004472,OR_31008979,2,2
RT_101004473,OR_31007256,3,2
RT_101004474,OR_31009991,4,4
RT_101004475,OR_31009422,3,1
RT_101004476,OR_31002138,2,5
RT_101004477,OR_31006645,4,2
RT_101004478,OR_31005786,2,3
RT_101004479,OR_31003810,5,3
RT_101004480,OR_31004955,2,5
RT_101004481,OR_31007726,2,2
RT_101004482,OR_31008765,3,4
RT_101004483,OR_31009937,1,2
RT_101004484,OR_31006897,1,3
RT_101004485,OR_31002837,4,1
RT_101004486,OR_31009806,3,4
RT_101004487,OR_31007388,2,4
RT_101004488,OR_31001111,3,2
RT_101004489,OR_31007014,3,5
RT_101004490,OR_31009185,5,1
RT_101004491,OR_31008867,4,3
RT_101004492,OR_31008603,2,5
RT_101004493,OR_31000953,2,1
RT_101004494,OR_31007662,4,1
RT_101004495,OR_31002961,1,2
RT_101004496,OR_31008935,1,2
RT_101004497,OR_31009989,4,2
RT_101004498,OR_31008074,3,3
RT_101004499,OR_31000335,2,3
RT_101004500,OR_31008827,2,3
RT_101004501,OR_31008324,5,1
RT_101004502,OR_31003026,1,4
RT_101004503,OR_31008139,3,4
RT_101004504,OR_31006035,3,4
RT_101004505,OR_31000551,2,2
RT_101004506,OR_31001952,5,1
RT_101004507,OR_31005501,2,4
RT_101004508,OR_31006568,4,4
RT_101004509,OR_31000662,1,5
RT_101004510,OR_31002906,5,3
RT_101004511,OR_31008913,2,5
RT_101004512,OR_31009327,4,2
RT_101004513,OR_31009897,3,1
RT_101004514,OR_31008864,1,5
RT_101004515,OR_31006541,4,1
RT_101004516,OR_31007602,5,1
RT_101004517,OR_31008370,2,3
RT_101004518,OR_31003883,4,4
RT_101004519,OR_31005722,1,4
RT_101004520,OR_31001879,5,4
RT_101004521,OR_31003784,2,3
RT_101004522,OR_31000446,4,4
RT_101004523,OR_31007311,2,3
RT_101004524,OR_31001934,2,3
RT_101004525,OR_31007709,2,5
RT_101004526,OR_31004606,5,1
RT_101004527,OR_31008507,2,3
RT_101004528,OR_31008813,1,2
RT_101004529,OR_31001505,2,3
RT_101004530,OR_31001551,2,3
RT_101004531,OR_31008534,5,2
RT_101004532,OR_31000410,1,5
RT_101004533,OR_31000370,2,1
RT_101004534,OR_31005136,4,5
RT_101004535,OR_31001075,4,1
RT_101004536,OR_31004153,4,1
RT_101004537,OR_31007192,1,4
RT_101004538,OR_31006167,1,5
RT_101004539,OR_31008282,4,5
RT_101004540,OR_31001713,3,3
RT_101004541,OR_31009256,2,3
RT_101004542,OR_31006776,1,3
RT_101004543,OR_31009144,2,1
RT_101004544,OR_31007875,1,3
RT_101004545,OR_31008274,2,1
RT_101004546,OR_31008931,3,4
RT_101004547,OR_31006678,4,5
RT_101004548,OR_31008265,5,4
RT_101004549,OR_31002860,3,5
RT_101004550,OR_31007974,5,2
RT_101004551,OR_31000474,3,2
RT_101004552,OR_31008679,3,5
RT_101004553,OR_31001397,3,3
RT_101004554,OR_31002195,3,3
RT_101004555,OR_31007000,2,3
RT_101004556,OR_31007084,2,4
RT_101004557,OR_31004676,5,1
RT_101004558,OR_31000947,1,5
RT_101004559,OR_31001505,2,3
RT_101004560,OR_31006457,4,3
RT_101004561,OR_31001469,3,5
RT_101004562,OR_31006912,5,1
RT_101004563,OR_31009564,3,1
RT_101004564,OR_31004068,4,5
RT_101004565,OR_31007451,2,2
RT_101004566,OR_31009362,1,2
RT_101004567,OR_31009444,5,2
RT_101004568,OR_31006299,1,5
RT_101004569,OR_31009446,1,4
RT_101004570,OR_31002267,5,5
RT_101004571,OR_31005478,1,2
RT_101004572,OR_31008085,5,4
RT_101004573,OR_31000556,3,1
RT_101004574,OR_31008586,2,5
RT_101004575,OR_31001414,3,2
RT_101004576,OR_31004829,4,2
RT_101004577,OR_31009986,5,4
RT_101004578,OR_31003775,2,4
RT_101004579,OR_31004265,4,4
RT_101004580,OR_31000811,4,1
RT_101004581,OR_31004482,1,5
RT_101004582,OR_31000463,5,3
RT_101004583,OR_31005969,4,2
RT_101004584,OR_31000064,2,3
RT_101004585,OR_31003877,5,1
RT_101004586,OR_31009414,4,3
RT_101004587,OR_31004067,1,4
RT_101004588,OR_31002538,3,4
RT_101004589,OR_31004779,2,2
RT_101004590,OR_31008003,3,4
RT_101004591,OR_31008171,3,5
RT_101004592,OR_31000947,3,1
RT_101004593,OR_31004824,5,1
RT_101004594,OR_31009302,5,2
RT_101004595,OR_31007777,4,2
RT_101004596,OR_31006767,1,5
RT_101004597,OR_31004072,5,5
RT_101004598,OR_31007768,1,1
RT_101004599,OR_31005356,1,2
RT_101004600,OR_31007587,4,1
RT_101004601,OR_31004661,5,5
RT_101004602,OR_31006589,1,5
RT_101004603,OR_31005233,4,3
RT_101004604,OR_31001399,1,5
RT_101004605,OR_31007526,5,3
RT_101004606,OR_31005508,5,1
RT_101004607,OR_31000653,4,2
RT_101004608,OR_31007213,4,3
RT_101004609,OR_31004755,4,4
RT_101004610,OR_31002193,5,5
RT_101004611,OR_31001523,2,3
RT_101004612,OR_31002657,5,5
RT_101004613,OR_31005335,5,4
RT_101004614,OR_31000576,3,3
RT_101004615,OR_31009940,4,5
RT_101004616,OR_31001644,1,1
RT_101004617,OR_31001149,1,2
RT_101004618,OR_31008415,3,4
RT_101004619,OR_31004608,4,1
RT_101004620,OR_31007279,1,4
RT_101004621,OR_31002027,1,5
RT_101004622,OR_31001273,4,1
RT_101004623,OR_31003513,3,2
RT_101004624,OR_31002972,2,5
RT_101004625,OR_31004697,3,3
RT_101004626,OR_31000321,4,3
RT_101004627,OR_31002800,3,4
RT_101004628,OR_31003317,3,2
RT_101004629,OR_31009153,5,1
RT_101004630,OR_31009509,5,1
RT_101004631,OR_31006243,5,2
RT_101004632,OR_31003694,1,4
RT_101004633,OR_31005927,5,2
RT_101004634,OR_31004585,1,5
RT_101004635,OR_31007144,2,3
RT_101004636,OR_31008935,2,2
RT_101004637,OR_31007309,3,3
RT_101004638,OR_31005612,5,5
RT_101004639,OR_31004133,1,2
RT_101004640,OR_31008181,5,3
RT_101004641,OR_31003600,2,5
RT_101004642,OR_31004788,1,2
RT_101004643,OR_31009494,2,3
RT_101004644,OR_31001898,2,1
RT_101004645,OR_31009205,1,2
RT_101004646,OR_31004061,3,4
RT_101004647,OR_31000120,3,2
RT_101004648,OR_31009659,2,2
RT_101004649,OR_31002177,2,5
RT_101004650,OR_31001949,4,3
RT_101004651,OR_31008021,3,5
RT_101004652,OR_31008888,4,4
RT_101004653,OR_31009752,2,3
RT_101004654,OR_31000999,1,2
RT_101004655,OR_31006316,2,3
RT_101004656,OR_31006969,1,1
RT_101004657,OR_31001769,1,1
RT_101004658,OR_31009716,3,5
RT_101004659,OR_31003488,1,3
RT_101004660,OR_31000596,2,4
RT_101004661,OR_31006791,3,2
RT_101004662,OR_31008554,5,4
RT_101004663,OR_31004481,2,3
RT_101004664,OR_31001641,2,3
RT_101004665,OR_31000028,4,2
RT_101004666,OR_31009845,2,3
RT_101004667,OR_31009845,4,4
RT_101004668,OR_31001176,3,2
RT_101004669,OR_31007324,4,1
RT_101004670,OR_31007568,4,5
RT_101004671,OR_31008458,4,5
RT_101004672,OR_31008882,5,2
RT_101004673,OR_31002009,2,4
RT_101004674,OR_31009348,1,4
RT_101004675,OR_31002068,4,5
RT_101004676,OR_31004031,2,4
RT_101004677,OR_31005954,2,1
RT_101004678,OR_31003207,4,4
RT_101004679,OR_31007425,3,3
RT_101004680,OR_31001050,3,2
RT_101004681,OR_31000497,4,3
RT_101004682,OR_31004681,3,1
RT_101004683,OR_31003159,2,1
RT_101004684,OR_31000340,1,4
RT_101004685,OR_31003502,4,3
RT_101004686,OR_31001441,2,4
RT_101004687,OR_31004165,1,4
RT_101004688,OR_31001156,1,3
RT_101004689,OR_31002883,1,3
RT_101004690,OR_31009787,5,2
RT_101004691,OR_31000804,5,4
RT_101004692,OR_31000385,2,4
RT_101004693,OR_31008671,5,2
RT_101004694,OR_31003322,4,3
RT_101004695,OR_31006552,4,2
RT_101004696,OR_31005905,5,3
RT_101004697,OR_31001983,3,5
RT_101004698,OR_31000543,1,2
RT_101004699,OR_31008194,4,3
RT_101004700,OR_31007514,1,3
RT_101004701,OR_31001119,3,4
RT_101004702,OR_31006851,5,4
RT_101004703,OR_31001670,3,4
RT_101004704,OR_31000913,1,2
RT_101004705,OR_31005375,2,5
RT_101004706,OR_31005860,4,3
RT_101004707,OR_31005232,1,5
RT_101004708,OR_31009974,5,1
RT_101004709,OR_31000500,3,4
RT_101004710,OR_31007576,1,3
RT_101004711,OR_31008799,2,2
RT_101004712,OR_31000366,3,4
RT_101004713,OR_31004737,1,1
RT_101004714,OR_31004969,5,1
RT_101004715,OR_31006133,3,5
RT_101004716,OR_31001727,3,2
RT_101004717,OR_31007452,3,5
RT_101004718,OR_31005595,2,5
RT_101004719,OR_31003083,1,2
RT_101004720,OR_31005635,3,3
RT_101004721,OR_31001717,5,1
RT_101004722,OR_31007561,5,2
RT_101004723,OR_31008216,4,1
RT_101004724,OR_31002203,3,1
RT_101004725,OR_31004861,3,2
RT_101004726,OR_31008553,3,5
RT_101004727,OR_31009764,2,5
RT_101004728,OR_31004873,2,5
RT_101004729,OR_31000226,4,5
RT_101004730,OR_31007659,1,5
RT_101004731,OR_31003171,1,2
RT_101004732,OR_31004638,3,4
RT_101004733,OR_31001564,1,3
RT_101004734,OR_31003701,3,2
RT_101004735,OR_31002916,1,2
RT_101004736,OR_31005588,5,5
RT_101004737,OR_31008187,5,4
RT_101004738,OR_31003620,3,3
RT_101004739,OR_31000770,2,3
RT_101004740,OR_31001950,3,4
RT_101004741,OR_31004468,1,2
RT_101004742,OR_31003744,5,4
RT_101004743,OR_31003161,3,2
RT_101004744,OR_31007572,4,3
RT_101004745,OR_31008135,4,5
RT_101004746,OR_31002445,5,3
RT_101004747,OR_31003643,3,5
RT_101004748,OR_31002316,1,2
RT_101004749,OR_31002765,3,1
RT_101004750,OR_31003225,3,5
RT_101004751,OR_31003325,4,3
RT_101004752,OR_31008551,1,4
RT_101004753,OR_31007593,4,3
RT_101004754,OR_31008415,1,5
RT_101004755,OR_31004129,4,1
RT_101004756,OR_31001562,3,1
RT_101004757,OR_31005088,1,4
RT_101004758,OR_31002166,3,1
RT_101004759,OR_31001201,2,1
RT_101004760,OR_31001111,5,3
RT_101004761,OR_31006132,1,1
RT_101004762,OR_31002150,5,4
RT_101004763,OR_31003727,4,2
RT_101004764,OR_31001833,4,5
RT_101004765,OR_31005959,1,1
RT_101004766,OR_31009813,3,5
RT_101004767,OR_31002377,5,2
RT_101004768,OR_31009963,3,1
RT_101004769,OR_31002101,5,1
RT_101004770,OR_31000414,4,3
RT_101004771,OR_31000681,2,1
RT_101004772,OR_31001136,2,4
RT_101004773,OR_31003520,4,4
RT_101004774,OR_31005651,2,2
RT_101004775,OR_31007771,4,5
RT_101004776,OR_31008157,4,5
RT_101004777,OR_31004932,3,1
RT_101004778,OR_31008844,3,1
RT_101004779,OR_31000538,4,5
RT_101004780,OR_31008793,1,1
RT_101004781,OR_31001850,5,4
RT_101004782,OR_31003847,4,5
RT_101004783,OR_31004263,3,5
RT_101004784,OR_31009889,4,4
RT_101004785,OR_31002021,1,5
RT_101004786,OR_31006853,4,1
RT_101004787,OR_31000987,4,4
RT_101004788,OR_31000905,3,3
RT_101004789,OR_31005739,2,3
RT_101004790,OR_31002543,1,5
RT_101004791,OR_31004806,1,3
RT_101004792,OR_31003331,5,5
RT_101004793,OR_31000102,3,1
RT_101004794,OR_31008286,5,2
RT_101004795,OR_31007525,5,3
RT_101004796,OR_31009238,1,3
RT_101004797,OR_31007906,1,1
RT_101004798,OR_31003441,1,1
RT_101004799,OR_31001268,4,3
RT_101004800,OR_31004482,2,4
RT_101004801,OR_31003870,1,2
RT_101004802,OR_31008610,3,3
RT_101004803,OR_31009124,2,5
RT_101004804,OR_31003289,3,2
RT_101004805,OR_31004050,1,2
RT_101004806,OR_31006590,2,5
RT_101004807,OR_31006148,4,5
RT_101004808,OR_31001141,1,5
RT_101004809,OR_31001226,4,3
RT_101004810,OR_31001182,1,3
RT_101004811,OR_31002507,4,3
RT_101004812,OR_31002337,4,1
RT_101004813,OR_31005065,5,3
RT_101004814,OR_31006079,1,4
RT_101004815,OR_31009557,2,2
RT_101004816,OR_31004996,1,5
RT_101004817,OR_31002816,2,4
RT_101004818,OR_31001596,4,5
RT_101004819,OR_31000431,3,3
RT_101004820,OR_31006345,3,5
RT_101004821,OR_31000831,4,3
RT_101004822,OR_31006555,5,2
RT_101004823,OR_31001274,4,3
RT_101004824,OR_31009696,3,5
RT_101004825,OR_31001912,1,2
RT_101004826,OR_31005526,2,4
RT_101004827,OR_31001880,5,1
RT_101004828,OR_31002751,5,3
RT_101004829,OR_31009450,1,1
RT_101004830,OR_31000340,4,1
RT_101004831,OR_31007158,4,3
RT_101004832,OR_31009502,2,2
RT_101004833,OR_31001370,2,3
RT_101004834,OR_31004043,2,2
RT_101004835,OR_31003320,5,5
RT_101004836,OR_31009167,3,2
RT_101004837,OR_31003180,2,2
RT_101004838,OR_31007356,1,5
RT_101004839,OR_31006566,3,5
RT_101004840,OR_31003376,5,3
RT_101004841,OR_31008006,3,4
RT_101004842,OR_31008633,5,5
RT_101004843,OR_31008829,4,2
RT_101004844,OR_31000573,4,1
RT_101004845,OR_31000081,3,5
RT_101004846,OR_31001788,3,1
RT_101004847,OR_31003839,1,4
RT_101004848,OR_31007580,1,4
RT_101004849,OR_31007653,2,4
RT_101004850,OR_31004455,1,3
RT_101004851,OR_31005976,4,2
RT_101004852,OR_31006658,2,4
RT_101004853,OR_31006568,3,5
RT_101004854,OR_31008857,5,2
RT_101004855,OR_31008182,1,2
RT_101004856,OR_31008871,4,2
RT_101004857,OR_31005374,3,1
RT_101004858,OR_31000471,1,3
RT_101004859,OR_31008464,5,3
RT_101004860,OR_31001913,5,5
RT_101004861,OR_31002310,4,2
RT_101004862,OR_31005042,4,5
RT_101004863,OR_31006811,3,5
RT_101004864,OR_31004869,4,5
RT_101004865,OR_31001422,2,3
RT_101004866,OR_31007167,3,2
RT_101004867,OR_31003644,2,3
RT_101004868,OR_31000064,4,5
RT_101004869,OR_31001788,5,1
RT_101004870,OR_31002837,4,3
RT_101004871,OR_31000942,1,4
RT_101004872,OR_31007440,4,1
RT_101004873,OR_31004150,2,2
RT_101004874,OR_31001867,4,4
RT_101004875,OR_31007208,5,4
RT_101004876,OR_31004613,4,2
RT_101004877,OR_31002191,3,5
RT_101004878,OR_31000057,4,5
RT_101004879,OR_31009191,2,3
RT_101004880,OR_31003925,5,4
RT_101004881,OR_31006281,1,4
RT_101004882,OR_31005572,2,2
RT_101004883,OR_31004647,5,2
RT_101004884,OR_31002290,1,2
RT_101004885,OR_31008315,1,5
RT_101004886,OR_31002188,3,5
RT_101004887,OR_31003993,4,2
RT_101004888,OR_31003086,4,2
RT_101004889,OR_31009700,4,3
RT_101004890,OR_31009942,5,3
RT_101004891,OR_31002417,3,5
RT_101004892,OR_31006460,4,2
RT_101004893,OR_31009515,3,5
RT_101004894,OR_31003705,5,2
RT_101004895,OR_31006985,2,1
RT_101004896,OR_31009051,3,4
RT_101004897,OR_31006733,5,1
RT_101004898,OR_31002801,4,1
RT_101004899,OR_31009308,4,1
RT_101004900,OR_31000076,4,3
RT_101004901,OR_31000733,5,1
RT_101004902,OR_31009612,3,1
RT_101004903,OR_31007084,5,4
RT_101004904,OR_31000577,3,1
RT_101004905,OR_31000451,3,1
RT_101004906,OR_31003668,3,1
RT_101004907,OR_31005066,5,1
RT_101004908,OR_31002225,4,3
RT_101004909,OR_31005424,4,2
RT_101004910,OR_31009918,1,4
RT_101004911,OR_31009961,4,4
RT_101004912,OR_31006139,4,1
RT_101004913,OR_31006374,3,2
RT_101004914,OR_31008900,3,4
RT_101004915,OR_31005722,3,5
RT_101004916,OR_31000374,5,3
RT_101004917,OR_31009468,1,3
RT_101004918,OR_31004746,4,4
RT_101004919,OR_31007243,1,1
RT_101004920,OR_31004156,2,4
RT_101004921,OR_31000205,1,1
RT_101004922,OR_31001539,2,1
RT_101004923,OR_31002874,3,5
RT_101004924,OR_31009515,1,5
RT_101004925,OR_31004828,3,3
RT_101004926,OR_31001753,1,2
RT_101004927,OR_31005733,4,5
RT_101004928,OR_31009249,3,5
RT_101004929,OR_31003068,2,4
RT_101004930,OR_31004953,2,4
RT_101004931,OR_31009111,1,5
RT_101004932,OR_31002088,2,4
RT_101004933,OR_31006985,5,5
RT_101004934,OR_31003589,4,1
RT_101004935,OR_31007081,5,4
RT_101004936,OR_31000772,2,3
RT_101004937,OR_31006652,3,5
RT_101004938,OR_31009755,2,3
RT_101004939,OR_31004316,2,3
RT_101004940,OR_31003278,4,2
RT_101004941,OR_31004205,5,3
RT_101004942,OR_31007018,3,3
RT_101004943,OR_31002063,1,2
RT_101004944,OR_31009126,5,1
RT_101004945,OR_31007242,4,2
RT_101004946,OR_31006731,5,4
RT_101004947,OR_31005642,3,2
RT_101004948,OR_31005634,4,3
RT_101004949,OR_31008046,2,1
RT_101004950,OR_31005360,4,4
RT_101004951,OR_31006106,3,5
RT_101004952,OR_31009449,1,3
RT_101004953,OR_31005664,2,4
RT_101004954,OR_31009924,5,2
RT_101004955,OR_31000611,1,2
RT_101004956,OR_31006796,2,5
RT_101004957,OR_31009483,1,2
RT_101004958,OR_31007253,2,2
RT_101004959,OR_31009811,4,2
RT_101004960,OR_31001012,4,3
RT_101004961,OR_31002853,1,2
RT_101004962,OR_31005329,1,5
RT_101004963,OR_31005225,3,3
RT_101004964,OR_31006547,5,5
RT_101004965,OR_31002024,5,3
RT_101004966,OR_31004243,4,2
RT_101004967,OR_31003691,3,1
RT_101004968,OR_31006068,3,5
RT_101004969,OR_31005213,5,5
RT_101004970,OR_31007052,4,2
RT_101004971,OR_31001081,4,2
RT_101004972,OR_31003861,1,5
RT_101004973,OR_31009411,2,3
RT_101004974,OR_31007241,4,3
RT_101004975,OR_31002820,5,4
RT_101004976,OR_31000042,4,2
RT_101004977,OR_31002282,4,3
RT_101004978,OR_31007779,1,1
RT_101004979,OR_31009900,2,4
RT_101004980,OR_31005473,1,2
RT_101004981,OR_31006453,1,3
RT_101004982,OR_31008263,3,2
RT_101004983,OR_31009101,1,3
RT_101004984,OR_31007868,5,4
RT_101004985,OR_31001577,5,4
RT_101004986,OR_31006042,4,1
RT_101004987,OR_31009850,1,1
RT_101004988,OR_31000970,4,1
RT_101004989,OR_31003229,4,1
RT_101004990,OR_31007016,1,4
RT_101004991,OR_31009159,3,5
RT_101004992,OR_31002468,5,4
RT_101004993,OR_31006588,4,2
RT_101004994,OR_31007855,2,3
RT_101004995,OR_31002152,3,2
RT_101004996,OR_31008918,1,5
RT_101004997,OR_31006091,4,5
RT_101004998,OR_31002160,2,5
RT_101004999,OR_31008238,4,5
RT_101005000,OR_31005936,1,1
RT_101005001,OR_31008955,3,2
RT_101005002,OR_31002804,2,2
RT_101005003,OR_31005794,3,5
RT_101005004,OR_31007073,2,4
RT_101005005,OR_31008168,5,1
RT_101005006,OR_31005038,2,5
RT_101005007,OR_31003594,1,2
RT_101005008,OR_31008980,4,4
RT_101005009,OR_31005740,5,1
RT_101005010,OR_31008403,2,5
RT_101005011,OR_31004231,5,5
RT_101005012,OR_31002059,1,1
RT_101005013,OR_31005353,5,5
RT_101005014,OR_31004265,5,4
RT_101005015,OR_31006771,1,2
RT_101005016,OR_31001360,3,1
RT_101005017,OR_31007030,5,4
RT_101005018,OR_31006818,5,2
RT_101005019,OR_31009861,1,3
RT_101005020,OR_31006861,4,4
RT_101005021,OR_31003267,4,1
RT_101005022,OR_31009018,5,2
RT_101005023,OR_31002994,4,5
RT_101005024,OR_31001587,4,5
RT_101005025,OR_31005956,3,4
RT_101005026,OR_31001020,3,4
RT_101005027,OR_31008610,3,5
RT_101005028,OR_31002850,3,3
RT_101005029,OR_31004159,5,2
RT_101005030,OR_31005154,4,2
RT_101005031,OR_31004781,5,5
RT_101005032,OR_31006786,2,4
RT_101005033,OR_31002084,3,2
RT_101005034,OR_31008559,5,2
RT_101005035,OR_31008801,1,2
RT_101005036,OR_31001638,2,1
RT_101005037,OR_31005519,5,3
RT_101005038,OR_31009523,2,4
RT_101005039,OR_31002140,3,2
RT_101005040,OR_31004611,4,5
RT_101005041,OR_31003377,2,5
RT_101005042,OR_31005368,1,2
RT_101005043,OR_31008631,5,3
RT_101005044,OR_31004206,3,2
RT_101005045,OR_31001677,5,1
RT_101005046,OR_31002026,2,1
RT_101005047,OR_31000610,3,5
RT_101005048,OR_31002438,2,4
RT_101005049,OR_31002157,4,4
RT_101005050,OR_31002922,3,2
RT_101005051,OR_31005572,4,3
RT_101005052,OR_31004415,1,4
RT_101005053,OR_31001099,2,2
RT_101005054,OR_31003850,5,1
RT_101005055,OR_31002095,4,2
RT_101005056,OR_31008724,2,5
RT_101005057,OR_31002272,5,2
RT_101005058,OR_31002615,2,2
RT_101005059,OR_31008065,4,4
RT_101005060,OR_31007729,5,5
RT_101005061,OR_31004270,1,3
RT_101005062,OR_31005015,2,1
RT_101005063,OR_31009925,2,4
RT_101005064,OR_31008464,2,4
RT_101005065,OR_31009939,3,4
RT_101005066,OR_31002548,5,3
RT_101005067,OR_31005944,1,3
RT_101005068,OR_31004982,3,2
RT_101005069,OR_31004727,4,1
RT_101005070,OR_31006863,4,3
RT_101005071,OR_31009849,2,1
RT_101005072,OR_31009847,5,2
RT_101005073,OR_31006352,1,3
RT_101005074,OR_31004535,2,2
RT_101005075,OR_31007306,2,2
RT_101005076,OR_31003025,3,3
RT_101005077,OR_31009535,1,2
RT_101005078,OR_31009487,3,5
RT_101005079,OR_31007909,4,5
RT_101005080,OR_31007478,2,3
RT_101005081,OR_31007400,5,5
RT_101005082,OR_31007494,4,4
RT_101005083,OR_31001834,4,1
RT_101005084,OR_31002190,3,2
RT_101005085,OR_31008564,5,5
RT_101005086,OR_31004383,3,1
RT_101005087,OR_31009264,2,3
RT_101005088,OR_31006351,4,3
RT_101005089,OR_31008450,1,4
RT_101005090,OR_31008412,2,3
RT_101005091,OR_31002019,5,4
RT_101005092,OR_31000798,2,2
RT_101005093,OR_31001552,1,2
RT_101005094,OR_31002424,3,2
RT_101005095,OR_31009895,4,1
RT_101005096,OR_31004773,2,1
RT_101005097,OR_31007018,5,3
RT_101005098,OR_31007521,2,4
RT_101005099,OR_31007829,4,4
RT_101005100,OR_31003051,2,5
RT_101005101,OR_31001243,5,4
RT_101005102,OR_31006454,4,1
RT_101005103,OR_31001196,2,2
RT_101005104,OR_31004713,1,4
RT_101005105,OR_31004280,2,2
RT_101005106,OR_31000225,2,1
RT_101005107,OR_31007651,3,2
RT_101005108,OR_31009906,5,2
RT_101005109,OR_31008059,1,1
RT_101005110,OR_31006298,5,4
RT_101005111,OR_31007058,4,2
RT_101005112,OR_31003544,4,3
RT_101005113,OR_31005974,4,5
RT_101005114,OR_31005698,5,1
RT_101005115,OR_31005992,4,2
RT_101005116,OR_31004094,3,5
RT_101005117,OR_31009846,1,5
RT_101005118,OR_31007210,3,1
RT_101005119,OR_31006624,3,3
RT_101005120,OR_31007797,5,1
RT_101005121,OR_31001697,4,1
RT_101005122,OR_31001991,1,5
RT_101005123,OR_31004811,4,3
RT_101005124,OR_31005188,5,3
RT_101005125,OR_31002069,2,1
RT_101005126,OR_31009509,3,1
RT_101005127,OR_31002507,1,2
RT_101005128,OR_31001777,3,1
RT_101005129,OR_31006430,2,3
RT_101005130,OR_31006689,1,5
RT_101005131,OR_31002220,4,5
RT_101005132,OR_31000122,4,1
RT_101005133,OR_31003102,1,2
RT_101005134,OR_31005885,1,3
RT_101005135,OR_31008377,5,5
RT_101005136,OR_31001945,2,3
RT_101005137,OR_31003449,2,4
RT_101005138,OR_31005126,4,3
RT_101005139,OR_31000936,4,5
RT_101005140,OR_31005570,1,1
RT_101005141,OR_31009420,2,1
RT_101005142,OR_31009463,2,4
RT_101005143,OR_31006804,3,4
RT_101005144,OR_31008908,4,5
RT_101005145,OR_31007636,4,3
RT_101005146,OR_31008794,4,3
RT_101005147,OR_31003593,2,4
RT_101005148,OR_31006919,4,4
RT_101005149,OR_31000206,4,1
RT_101005150,OR_31003195,2,3
RT_101005151,OR_31001865,5,5
RT_101005152,OR_31005523,1,3
RT_101005153,OR_31008597,2,1
RT_101005154,OR_31009838,1,2
RT_101005155,OR_31002961,1,3
RT_101005156,OR_31004880,3,4
RT_101005157,OR_31009437,3,2
RT_101005158,OR_31005914,2,4
RT_101005159,OR_31002495,5,3
RT_101005160,OR_31002977,1,4
RT_101005161,OR_31003172,2,5
