RT_ID,Or_ID,Reason,Return_Refund,Dates
RR_301000810,OR_31009642,"Defective Product",Approved,2024-11-14
RR_301000811,OR_31005619,"Wrong Item Shipped",Rejected,2023-02-12
RR_301000812,OR_31003098,"Late Delivery",Rejected,2024-06-22
RR_301000813,OR_31002572,"Late Delivery",Rejected,2024-02-06
RR_301000814,OR_31008833,"Defective Product",Approved,2024-02-25
RR_301000815,OR_31000349,"Wrong Item Shipped",Rejected,2023-02-09
RR_301000816,OR_31004993,"Late Delivery",Rejected,2023-12-12
RR_301000817,OR_31000978,"Wrong Item Shipped",Rejected,2023-11-30
RR_301000818,OR_31001101,"Late Delivery",Rejected,2024-03-17
RR_301000819,OR_31001918,"Wrong Item Shipped",Rejected,2023-08-22
RR_301000820,OR_31003192,"Wrong Item Shipped",Approved,2024-07-03
RR_301000821,OR_31005202,"Wrong Item Shipped",Approved,2024-05-07
RR_301000822,OR_31002622,"Defective Product",Rejected,2023-12-01
RR_301000823,OR_31002803,"Defective Product",Approved,2024-09-14
RR_301000824,OR_31007169,"Late Delivery",Rejected,2024-12-27
RR_301000825,OR_31009312,"Wrong Item Shipped",Rejected,2023-03-18
RR_301000826,OR_31007278,"Wrong Item Shipped",Rejected,2023-05-04
RR_301000827,OR_31000316,"Defective Product",Rejected,2024-10-27
RR_301000828,OR_31004496,"Late Delivery",Approved,2023-10-20
RR_301000829,OR_31005153,"Defective Product",Rejected,2024-08-30
RR_301000830,OR_31006237,"Defective Product",Rejected,2023-05-25
RR_301000831,OR_31003534,"Defective Product",Approved,2024-12-04
RR_301000832,OR_31009932,"Wrong Item Shipped",Rejected,2024-07-19
RR_301000833,OR_31002067,"Defective Product",Rejected,2024-01-14
RR_301000834,OR_31002243,"Defective Product",Rejected,2024-05-05
RR_301000835,OR_31008224,"Late Delivery",Approved,2023-01-29
RR_301000836,OR_31001347,"Late Delivery",Approved,2024-02-12
RR_301000837,OR_31007980,"Defective Product",Approved,2023-12-31
RR_301000838,OR_31008415,"Wrong Item Shipped",Rejected,2024-03-16
RR_301000839,OR_31005458,"Defective Product",Rejected,2024-02-14
RR_301000840,OR_31004726,"Defective Product",Rejected,2023-01-24
RR_301000841,OR_31002354,"Late Delivery",Rejected,2023-06-23
RR_301000842,OR_31004744,"Defective Product",Rejected,2024-07-04
RR_301000843,OR_31001415,"Late Delivery",Approved,2024-12-12
RR_301000844,OR_31005852,"Late Delivery",Approved,2024-11-18
RR_301000845,OR_31009892,"Wrong Item Shipped",Approved,2023-09-12
RR_301000846,OR_31008307,"Defective Product",Rejected,2024-08-13
RR_301000847,OR_31000054,"Wrong Item Shipped",Rejected,2023-09-04
RR_301000848,OR_31008956,"Late Delivery",Rejected,2023-12-08
RR_301000849,OR_31005078,"Wrong Item Shipped",Rejected,2024-03-16
RR_301000850,OR_31001057,"Defective Product",Rejected,2023-06-13
RR_301000851,OR_31000284,"Defective Product",Approved,2024-05-01
RR_301000852,OR_31005172,"Late Delivery",Approved,2024-08-04
RR_301000853,OR_31001436,"Defective Product",Approved,2024-07-22
RR_301000854,OR_31003997,"Defective Product",Approved,2023-11-14
RR_301000855,OR_31008481,"Defective Product",Rejected,2023-06-01
RR_301000856,OR_31009699,"Late Delivery",Approved,2023-01-15
RR_301000857,OR_31004802,"Wrong Item Shipped",Approved,2024-10-12
RR_301000858,OR_31004645,"Wrong Item Shipped",Approved,2024-06-26
RR_301000859,OR_31007645,"Wrong Item Shipped",Rejected,2024-08-27
RR_301000860,OR_31002120,"Late Delivery",Rejected,2023-02-16
RR_301000861,OR_31002930,"Defective Product",Rejected,2024-01-17
RR_301000862,OR_31007148,"Defective Product",Rejected,2024-12-04
RR_301000863,OR_31004886,"Late Delivery",Rejected,2024-12-28
RR_301000864,OR_31001635,"Wrong Item Shipped",Approved,2023-06-18
RR_301000865,OR_31006707,"Late Delivery",Approved,2023-03-22
RR_301000866,OR_31007125,"Wrong Item Shipped",Approved,2024-11-16
RR_301000867,OR_31004329,"Wrong Item Shipped",Approved,2024-09-14
RR_301000868,OR_31009462,"Defective Product",Approved,2023-11-30
RR_301000869,OR_31001154,"Defective Product",Rejected,2023-01-13
RR_301000870,OR_31008229,"Late Delivery",Approved,2024-12-25
RR_301000871,OR_31007445,"Late Delivery",Approved,2024-11-13
RR_301000872,OR_31000484,"Wrong Item Shipped",Rejected,2024-06-21
RR_301000873,OR_31000963,"Late Delivery",Approved,2023-02-23
RR_301000874,OR_31005862,"Late Delivery",Approved,2024-01-27
RR_301000875,OR_31006078,"Late Delivery",Approved,2024-01-21
RR_301000876,OR_31001050,"Late Delivery",Rejected,2023-12-18
RR_301000877,OR_31005466,"Wrong Item Shipped",Rejected,2024-09-15
RR_301000878,OR_31008482,"Late Delivery",Rejected,2024-12-01
RR_301000879,OR_31001992,"Late Delivery",Approved,2024-08-05
RR_301000880,OR_31001154,"Late Delivery",Approved,2024-12-26
RR_301000881,OR_31007197,"Defective Product",Rejected,2024-07-17
RR_301000882,OR_31009012,"Wrong Item Shipped",Rejected,2024-02-03
RR_301000883,OR_31000051,"Late Delivery",Approved,2024-12-14
RR_301000884,OR_31004340,"Late Delivery",Rejected,2023-04-12
RR_301000885,OR_31004380,"Wrong Item Shipped",Rejected,2023-03-01
RR_301000886,OR_31004329,"Wrong Item Shipped",Rejected,2023-06-30
RR_301000887,OR_31004373,"Defective Product",Approved,2024-03-13
RR_301000888,OR_31001309,"Late Delivery",Rejected,2024-01-23
RR_301000889,OR_31001367,"Late Delivery",Rejected,2023-03-15
RR_301000890,OR_31001794,"Defective Product",Approved,2024-12-25
RR_301000891,OR_31000673,"Late Delivery",Approved,2024-02-25
RR_301000892,OR_31004645,"Defective Product",Approved,2024-11-09
RR_301000893,OR_31005305,"Defective Product",Approved,2023-02-26
RR_301000894,OR_31008094,"Defective Product",Approved,2023-09-11
RR_301000895,OR_31007039,"Wrong Item Shipped",Rejected,2023-04-03
RR_301000896,OR_31007850,"Late Delivery",Approved,2023-03-20
RR_301000897,OR_31000782,"Late Delivery",Rejected,2024-06-01
RR_301000898,OR_31006485,"Wrong Item Shipped",Rejected,2023-07-26
RR_301000899,OR_31005827,"Wrong Item Shipped",Rejected,2023-07-04
RR_301000900,OR_31006108,"Defective Product",Approved,2024-05-11
RR_301000901,OR_31007920,"Defective Product",Approved,2024-04-11
RR_301000902,OR_31000439,"Wrong Item Shipped",Rejected,2023-03-20
RR_301000903,OR_31009323,"Late Delivery",Approved,2024-03-22
RR_301000904,OR_31008254,"Late Delivery",Approved,2024-12-01
RR_301000905,OR_31005256,"Late Delivery",Approved,2024-07-21
RR_301000906,OR_31001780,"Defective Product",Rejected,2024-01-29
RR_301000907,OR_31002419,"Defective Product",Rejected,2024-06-02
RR_301000908,OR_31003610,"Defective Product",Approved,2024-09-01
RR_301000909,OR_31009194,"Defective Product",Approved,2023-06-13
RR_301000910,OR_31004359,"Wrong Item Shipped",Approved,2024-01-26
RR_301000911,OR_31001004,"Defective Product",Rejected,2024-10-27
RR_301000912,OR_31003494,"Defective Product",Rejected,2023-03-12
RR_301000913,OR_31008728,"Late Delivery",Approved,2023-06-29
RR_301000914,OR_31002750,"Late Delivery",Rejected,2024-01-30
RR_301000915,OR_31009347,"Late Delivery",Approved,2023-08-22
RR_301000916,OR_31009459,"Late Delivery",Approved,2024-04-01
RR_301000917,OR_31008096,"Wrong Item Shipped",Approved,2024-03-14
RR_301000918,OR_31001875,"Defective Product",Rejected,2024-01-31
RR_301000919,OR_31006337,"Defective Product",Rejected,2024-01-03
RR_301000920,OR_31005092,"Wrong Item Shipped",Approved,2023-03-05
RR_301000921,OR_31006133,"Wrong Item Shipped",Approved,2023-07-15
RR_301000922,OR_31000491,"Wrong Item Shipped",Rejected,2024-10-01
RR_301000923,OR_31000530,"Wrong Item Shipped",Rejected,2024-10-22
RR_301000924,OR_31009848,"Defective Product",Rejected,2024-03-10
RR_301000925,OR_31002942,"Late Delivery",Approved,2024-03-21
RR_301000926,OR_31008435,"Late Delivery",Approved,2024-03-12
RR_301000927,OR_31002357,"Late Delivery",Approved,2024-12-14
RR_301000928,OR_31008925,"Late Delivery",Rejected,2024-11-08
RR_301000929,OR_31006456,"Defective Product",Approved,2024-12-22
RR_301000930,OR_31005044,"Defective Product",Approved,2024-01-11
RR_301000931,OR_31005325,"Late Delivery",Rejected,2023-03-28
RR_301000932,OR_31003494,"Late Delivery",Approved,2023-04-16
RR_301000933,OR_31003526,"Defective Product",Rejected,2024-07-15
RR_301000934,OR_31007019,"Wrong Item Shipped",Rejected,2023-02-17
RR_301000935,OR_31009887,"Late Delivery",Rejected,2024-07-03
RR_301000936,OR_31005472,"Late Delivery",Rejected,2024-08-07
RR_301000937,OR_31004962,"Wrong Item Shipped",Approved,2024-05-20
RR_301000938,OR_31000282,"Late Delivery",Rejected,2024-08-24
RR_301000939,OR_31005996,"Late Delivery",Approved,2023-11-14
RR_301000940,OR_31004394,"Defective Product",Rejected,2023-01-27
RR_301000941,OR_31009601,"Wrong Item Shipped",Rejected,2023-04-20
RR_301000942,OR_31006232,"Late Delivery",Approved,2024-09-30
RR_301000943,OR_31007959,"Wrong Item Shipped",Rejected,2023-07-02
RR_301000944,OR_31005288,"Late Delivery",Approved,2023-02-27
RR_301000945,OR_31003427,"Late Delivery",Rejected,2023-12-12
RR_301000946,OR_31001974,"Late Delivery",Approved,2024-04-06
RR_301000947,OR_31007700,"Late Delivery",Rejected,2023-04-12
RR_301000948,OR_31005531,"Late Delivery",Rejected,2024-12-02
RR_301000949,OR_31008288,"Wrong Item Shipped",Rejected,2024-08-09
RR_301000950,OR_31005851,"Defective Product",Approved,2024-02-20
RR_301000951,OR_31004770,"Late Delivery",Rejected,2024-02-16
RR_301000952,OR_31008550,"Defective Product",Rejected,2024-04-10
RR_301000953,OR_31009864,"Late Delivery",Rejected,2023-02-03
RR_301000954,OR_31008425,"Defective Product",Approved,2024-01-29
RR_301000955,OR_31006090,"Late Delivery",Approved,2024-03-07
RR_301000956,OR_31000386,"Wrong Item Shipped",Approved,2024-04-21
RR_301000957,OR_31001766,"Late Delivery",Rejected,2024-09-16
RR_301000958,OR_31009364,"Wrong Item Shipped",Approved,2024-12-02
RR_301000959,OR_31007891,"Defective Product",Approved,2024-06-12
RR_301000960,OR_31003001,"Late Delivery",Rejected,2023-06-16
RR_301000961,OR_31001785,"Defective Product",Approved,2024-08-07
RR_301000962,OR_31007490,"Late Delivery",Approved,2024-01-18
RR_301000963,OR_31003216,"Wrong Item Shipped",Rejected,2023-07-05
RR_301000964,OR_31006156,"Late Delivery",Approved,2024-05-26
RR_301000965,OR_31002646,"Wrong Item Shipped",Approved,2024-03-21
RR_301000966,OR_31005672,"Wrong Item Shipped",Rejected,2024-07-11
RR_301000967,OR_31006025,"Late Delivery",Rejected,2023-06-05
RR_301000968,OR_31005390,"Defective Product",Approved,2023-04-30
RR_301000969,OR_31008101,"Wrong Item Shipped",Approved,2023-06-16
RR_301000970,OR_31004121,"Wrong Item Shipped",Approved,2024-11-26
RR_301000971,OR_31004648,"Wrong Item Shipped",Rejected,2023-07-18
RR_301000972,OR_31005665,"Late Delivery",Rejected,2024-01-20
RR_301000973,OR_31001377,"Late Delivery",Approved,2024-05-02
RR_301000974,OR_31004917,"Late Delivery",Approved,2023-04-05
RR_301000975,OR_31003279,"Defective Product",Approved,2024-06-27
RR_301000976,OR_31008514,"Wrong Item Shipped",Approved,2023-09-23
RR_301000977,OR_31003259,"Wrong Item Shipped",Approved,2024-03-26
RR_301000978,OR_31002423,"Defective Product",Rejected,2023-08-06
RR_301000979,OR_31003671,"Wrong Item Shipped",Rejected,2023-12-10
RR_301000980,OR_31005518,"Wrong Item Shipped",Approved,2024-06-07
RR_301000981,OR_31001690,"Wrong Item Shipped",Rejected,2024-06-17
RR_301000982,OR_31004366,"Wrong Item Shipped",Rejected,2024-08-14
RR_301000983,OR_31008561,"Wrong Item Shipped",Approved,2024-02-09
RR_301000984,OR_31008064,"Defective Product",Approved,2024-09-14
RR_301000985,OR_31006483,"Wrong Item Shipped",Approved,2024-12-29
RR_301000986,OR_31000132,"Late Delivery",Approved,2024-03-26
RR_301000987,OR_31007818,"Wrong Item Shipped",Rejected,2023-06-06
RR_301000988,OR_31004028,"Late Delivery",Rejected,2024-10-19
RR_301000989,OR_31001489,"Defective Product",Rejected,2024-11-23
RR_301000990,OR_31006898,"Defective Product",Rejected,2024-05-31
RR_301000991,OR_31009954,"Wrong Item Shipped",Approved,2024-01-27
RR_301000992,OR_31006656,"Late Delivery",Approved,2024-10-03
RR_301000993,OR_31001117,"Defective Product",Approved,2023-09-09
RR_301000994,OR_31005279,"Wrong Item Shipped",Rejected,2023-05-17
RR_301000995,OR_31002670,"Wrong Item Shipped",Rejected,2023-07-10
RR_301000996,OR_31007345,"Wrong Item Shipped",Rejected,2024-04-07
RR_301000997,OR_31009078,"Late Delivery",Rejected,2023-01-20
RR_301000998,OR_31007410,"Defective Product",Approved,2024-12-18
RR_301000999,OR_31000093,"Late Delivery",Approved,2024-08-21
RR_301001000,OR_31004800,"Defective Product",Rejected,2024-11-10
RR_301001001,OR_31006057,"Late Delivery",Rejected,2024-11-23
RR_301001002,OR_31009708,"Defective Product",Approved,2023-09-16
RR_301001003,OR_31004584,"Defective Product",Rejected,2024-10-19
RR_301001004,OR_31003286,"Wrong Item Shipped",Approved,2023-03-25
RR_301001005,OR_31009617,"Defective Product",Approved,2024-11-29
RR_301001006,OR_31001597,"Late Delivery",Rejected,2023-11-10
RR_301001007,OR_31002178,"Late Delivery",Rejected,2023-04-17
RR_301001008,OR_31001237,"Defective Product",Approved,2023-04-05
RR_301001009,OR_31001825,"Late Delivery",Rejected,2024-04-17
RR_301001010,OR_31004401,"Defective Product",Approved,2024-08-18
RR_301001011,OR_31003303,"Defective Product",Rejected,2024-04-20
RR_301001012,OR_31000668,"Late Delivery",Rejected,2023-07-09
RR_301001013,OR_31008992,"Wrong Item Shipped",Approved,2024-12-02
RR_301001014,OR_31006550,"Late Delivery",Rejected,2024-03-02
RR_301001015,OR_31008256,"Wrong Item Shipped",Rejected,2023-11-21
RR_301001016,OR_31006580,"Wrong Item Shipped",Rejected,2024-12-10
RR_301001017,OR_31005559,"Late Delivery",Approved,2023-07-19
RR_301001018,OR_31003636,"Wrong Item Shipped",Rejected,2023-10-16
RR_301001019,OR_31004674,"Wrong Item Shipped",Rejected,2024-10-26
RR_301001020,OR_31008931,"Late Delivery",Rejected,2024-10-07
RR_301001021,OR_31000672,"Wrong Item Shipped",Approved,2024-01-22
RR_301001022,OR_31009608,"Wrong Item Shipped",Approved,2024-09-20
RR_301001023,OR_31002067,"Wrong Item Shipped",Rejected,2023-04-27
RR_301001024,OR_31003087,"Defective Product",Approved,2024-03-13
RR_301001025,OR_31003045,"Defective Product",Rejected,2024-11-07
RR_301001026,OR_31000061,"Defective Product",Rejected,2024-08-26
RR_301001027,OR_31001508,"Late Delivery",Rejected,2023-11-06
RR_301001028,OR_31001312,"Wrong Item Shipped",Rejected,2023-06-13
RR_301001029,OR_31008932,"Late Delivery",Approved,2024-01-25
RR_301001030,OR_31004614,"Defective Product",Rejected,2024-11-27
RR_301001031,OR_31005088,"Late Delivery",Rejected,2023-07-03
RR_301001032,OR_31008139,"Wrong Item Shipped",Rejected,2024-03-23
RR_301001033,OR_31003488,"Defective Product",Rejected,2024-08-16
RR_301001034,OR_31007261,"Wrong Item Shipped",Rejected,2024-07-11
RR_301001035,OR_31000433,"Wrong Item Shipped",Rejected,2023-04-19
RR_301001036,OR_31005894,"Late Delivery",Approved,2024-01-07
RR_301001037,OR_31004845,"Defective Product",Approved,2023-08-28
RR_301001038,OR_31003915,"Defective Product",Rejected,2023-02-18
RR_301001039,OR_31002691,"Defective Product",Approved,2024-09-23
RR_301001040,OR_31003685,"Late Delivery",Rejected,2024-08-21
RR_301001041,OR_31006760,"Defective Product",Rejected,2024-02-05
RR_301001042,OR_31009865,"Wrong Item Shipped",Rejected,2024-03-27
RR_301001043,OR_31009527,"Defective Product",Approved,2024-08-07
RR_301001044,OR_31006653,"Wrong Item Shipped",Rejected,2024-03-13
RR_301001045,OR_31002413,"Wrong Item Shipped",Approved,2023-03-13
RR_301001046,OR_31000731,"Wrong Item Shipped",Approved,2023-11-02
RR_301001047,OR_31002915,"Defective Product",Rejected,2023-12-09
RR_301001048,OR_31003476,"Wrong Item Shipped",Rejected,2023-11-06
RR_301001049,OR_31004044,"Late Delivery",Approved,2024-08-29
RR_301001050,OR_31002190,"Late Delivery",Rejected,2023-12-31
RR_301001051,OR_31003219,"Wrong Item Shipped",Rejected,2023-01-15
RR_301001052,OR_31009225,"Late Delivery",Rejected,2023-11-03
RR_301001053,OR_31000012,"Late Delivery",Approved,2024-04-12
RR_301001054,OR_31002577,"Defective Product",Rejected,2023-09-22
RR_301001055,OR_31007479,"Defective Product",Rejected,2024-07-23
RR_301001056,OR_31003844,"Late Delivery",Rejected,2024-03-16
RR_301001057,OR_31000194,"Wrong Item Shipped",Rejected,2024-01-24
RR_301001058,OR_31008829,"Wrong Item Shipped",Rejected,2024-02-17
RR_301001059,OR_31006069,"Late Delivery",Approved,2024-09-03
RR_301001060,OR_31003199,"Wrong Item Shipped",Approved,2024-05-07
RR_301001061,OR_31002516,"Late Delivery",Approved,2023-01-10
RR_301001062,OR_31003070,"Wrong Item Shipped",Rejected,2023-11-06
RR_301001063,OR_31001665,"Late Delivery",Approved,2024-02-09
RR_301001064,OR_31008998,"Wrong Item Shipped",Approved,2023-09-12
RR_301001065,OR_31008514,"Wrong Item Shipped",Rejected,2023-08-19
RR_301001066,OR_31001914,"Wrong Item Shipped",Approved,2024-10-14
RR_301001067,OR_31003980,"Defective Product",Approved,2023-01-02
RR_301001068,OR_31004554,"Wrong Item Shipped",Rejected,2023-09-25
RR_301001069,OR_31009384,"Late Delivery",Rejected,2023-04-20
RR_301001070,OR_31003421,"Defective Product",Approved,2024-03-25
RR_301001071,OR_31000206,"Wrong Item Shipped",Rejected,2024-02-17
RR_301001072,OR_31001233,"Late Delivery",Approved,2023-03-15
RR_301001073,OR_31007099,"Wrong Item Shipped",Approved,2024-05-10
RR_301001074,OR_31000199,"Wrong Item Shipped",Approved,2023-07-28
RR_301001075,OR_31002316,"Defective Product",Rejected,2024-03-15
RR_301001076,OR_31007982,"Defective Product",Rejected,2023-11-22
RR_301001077,OR_31003277,"Wrong Item Shipped",Rejected,2024-05-13
RR_301001078,OR_31000840,"Late Delivery",Rejected,2024-08-01
RR_301001079,OR_31006928,"Defective Product",Approved,2024-12-23
RR_301001080,OR_31000001,"Late Delivery",Rejected,2023-01-16
RR_301001081,OR_31002375,"Defective Product",Approved,2023-03-10
RR_301001082,OR_31001129,"Wrong Item Shipped",Rejected,2024-01-23
RR_301001083,OR_31003134,"Defective Product",Approved,2024-08-20
RR_301001084,OR_31004293,"Late Delivery",Approved,2024-07-14
RR_301001085,OR_31009325,"Defective Product",Rejected,2023-06-05
RR_301001086,OR_31005163,"Late Delivery",Rejected,2023-06-23
RR_301001087,OR_31000954,"Late Delivery",Approved,2024-11-06
RR_301001088,OR_31004994,"Defective Product",Approved,2024-10-20
RR_301001089,OR_31003737,"Defective Product",Approved,2023-03-12
RR_301001090,OR_31004005,"Defective Product",Rejected,2024-07-01
RR_301001091,OR_31006726,"Late Delivery",Approved,2024-02-03
RR_301001092,OR_31005041,"Wrong Item Shipped",Approved,2023-04-01
RR_301001093,OR_31004695,"Defective Product",Rejected,2023-06-09
RR_301001094,OR_31008418,"Late Delivery",Approved,2024-05-25
RR_301001095,OR_31008971,"Wrong Item Shipped",Approved,2023-03-09
RR_301001096,OR_31003354,"Defective Product",Rejected,2024-05-26
RR_301001097,OR_31006667,"Defective Product",Rejected,2024-04-02
RR_301001098,OR_31005724,"Defective Product",Approved,2024-07-24
RR_301001099,OR_31009108,"Defective Product",Rejected,2024-01-24
RR_301001100,OR_31007802,"Wrong Item Shipped",Approved,2023-07-07
RR_301001101,OR_31001877,"Late Delivery",Rejected,2023-08-15
RR_301001102,OR_31003502,"Late Delivery",Rejected,2024-01-10
RR_301001103,OR_31005457,"Defective Product",Approved,2024-12-22
RR_301001104,OR_31001579,"Late Delivery",Approved,2023-03-29
RR_301001105,OR_31009626,"Wrong Item Shipped",Rejected,2024-03-28
RR_301001106,OR_31005379,"Defective Product",Rejected,2024-03-30
RR_301001107,OR_31005576,"Wrong Item Shipped",Rejected,2024-09-08
RR_301001108,OR_31003941,"Late Delivery",Approved,2024-05-09
RR_301001109,OR_31002784,"Defective Product",Rejected,2024-04-14
RR_301001110,OR_31007655,"Defective Product",Rejected,2023-02-24
RR_301001111,OR_31006580,"Wrong Item Shipped",Rejected,2024-04-26
RR_301001112,OR_31000398,"Wrong Item Shipped",Approved,2023-08-02
RR_301001113,OR_31009101,"Wrong Item Shipped",Approved,2023-06-10
RR_301001114,OR_31005694,"Wrong Item Shipped",Rejected,2024-01-23
RR_301001115,OR_31003496,"Late Delivery",Rejected,2024-02-08
RR_301001116,OR_31007279,"Defective Product",Approved,2024-01-16
RR_301001117,OR_31004007,"Wrong Item Shipped",Rejected,2024-04-04
RR_301001118,OR_31007047,"Wrong Item Shipped",Rejected,2023-12-14
RR_301001119,OR_31008513,"Defective Product",Rejected,2023-09-25
RR_301001120,OR_31003811,"Defective Product",Approved,2024-01-25
RR_301001121,OR_31000358,"Late Delivery",Approved,2023-10-06
RR_301001122,OR_31004758,"Late Delivery",Rejected,2023-01-06
RR_301001123,OR_31006009,"Late Delivery",Rejected,2023-11-12
RR_301001124,OR_31005079,"Late Delivery",Rejected,2024-05-07
RR_301001125,OR_31007385,"Wrong Item Shipped",Approved,2023-01-14
RR_301001126,OR_31006429,"Defective Product",Rejected,2024-02-15
RR_301001127,OR_31005082,"Wrong Item Shipped",Rejected,2024-08-09
RR_301001128,OR_31001423,"Defective Product",Rejected,2024-12-19
RR_301001129,OR_31006922,"Late Delivery",Rejected,2023-07-21
RR_301001130,OR_31009642,"Wrong Item Shipped",Rejected,2023-02-06
RR_301001131,OR_31004426,"Defective Product",Approved,2024-12-07
RR_301001132,OR_31003643,"Late Delivery",Rejected,2023-12-18
RR_301001133,OR_31001311,"Defective Product",Approved,2024-08-16
RR_301001134,OR_31002050,"Late Delivery",Rejected,2023-07-03
RR_301001135,OR_31005982,"Defective Product",Rejected,2024-02-10
RR_301001136,OR_31008279,"Defective Product",Approved,2024-06-16
RR_301001137,OR_31002320,"Late Delivery",Rejected,2023-10-13
RR_301001138,OR_31004129,"Wrong Item Shipped",Rejected,2023-09-13
RR_301001139,OR_31001623,"Wrong Item Shipped",Rejected,2023-08-30
RR_301001140,OR_31001619,"Wrong Item Shipped",Approved,2024-01-24
RR_301001141,OR_31004205,"Late Delivery",Rejected,2024-07-13
RR_301001142,OR_31004968,"Late Delivery",Rejected,2024-06-08
RR_301001143,OR_31000894,"Defective Product",Rejected,2024-04-23
RR_301001144,OR_31007544,"Wrong Item Shipped",Approved,2023-09-07
RR_301001145,OR_31006528,"Wrong Item Shipped",Rejected,2023-12-06
RR_301001146,OR_31005031,"Defective Product",Approved,2024-10-21
RR_301001147,OR_31000805,"Defective Product",Rejected,2023-04-15
RR_301001148,OR_31001856,"Defective Product",Approved,2023-06-21
RR_301001149,OR_31004871,"Defective Product",Approved,2023-03-03
RR_301001150,OR_31007466,"Wrong Item Shipped",Approved,2024-01-26
RR_301001151,OR_31000862,"Wrong Item Shipped",Rejected,2024-04-02
RR_301001152,OR_31000740,"Defective Product",Rejected,2024-08-12
RR_301001153,OR_31003991,"Late Delivery",Rejected,2024-10-02
RR_301001154,OR_31003298,"Defective Product",Approved,2023-10-11
RR_301001155,OR_31008206,"Late Delivery",Approved,2024-03-11
RR_301001156,OR_31008312,"Defective Product",Approved,2024-02-22
RR_301001157,OR_31003898,"Defective Product",Rejected,2023-09-01
RR_301001158,OR_31001081,"Late Delivery",Approved,2023-08-28
RR_301001159,OR_31008618,"Defective Product",Approved,2023-05-09
RR_301001160,OR_31000303,"Defective Product",Approved,2023-10-12
RR_301001161,OR_31001750,"Late Delivery",Rejected,2024-03-20
RR_301001162,OR_31005905,"Late Delivery",Approved,2024-03-09
RR_301001163,OR_31001262,"Defective Product",Approved,2023-03-05
RR_301001164,OR_31004441,"Wrong Item Shipped",Approved,2024-10-08
RR_301001165,OR_31001855,"Late Delivery",Approved,2024-09-03
RR_301001166,OR_31007731,"Defective Product",Rejected,2023-11-01
RR_301001167,OR_31008103,"Defective Product",Rejected,2024-01-04
RR_301001168,OR_31003728,"Wrong Item Shipped",Approved,2023-06-14
RR_301001169,OR_31006596,"Defective Product",Approved,2023-08-14
RR_301001170,OR_31004010,"Defective Product",Approved,2024-05-08
RR_301001171,OR_31000028,"Wrong Item Shipped",Approved,2024-04-21
RR_301001172,OR_31002998,"Defective Product",Approved,2024-03-03
RR_301001173,OR_31003068,"Wrong Item Shipped",Approved,2024-10-10
RR_301001174,OR_31001397,"Wrong Item Shipped",Approved,2024-12-10
RR_301001175,OR_31008766,"Defective Product",Rejected,2023-05-31
RR_301001176,OR_31005568,"Defective Product",Approved,2024-12-24
RR_301001177,OR_31008508,"Late Delivery",Rejected,2023-12-13
RR_301001178,OR_31003709,"Defective Product",Rejected,2023-03-17
RR_301001179,OR_31003746,"Late Delivery",Rejected,2024-05-14
RR_301001180,OR_31007360,"Wrong Item Shipped",Rejected,2024-08-21
RR_301001181,OR_31003923,"Late Delivery",Approved,2024-06-12
RR_301001182,OR_31007248,"Wrong Item Shipped",Rejected,2024-08-24
RR_301001183,OR_31001891,"Defective Product",Approved,2024-06-19
RR_301001184,OR_31001106,"Wrong Item Shipped",Approved,2023-08-21
RR_301001185,OR_31005916,"Wrong Item Shipped",Rejected,2023-11-20
RR_301001186,OR_31009397,"Late Delivery",Approved,2024-10-27
RR_301001187,OR_31009935,"Wrong Item Shipped",Rejected,2024-02-23
RR_301001188,OR_31009018,"Wrong Item Shipped",Approved,2024-03-21
RR_301001189,OR_31004238,"Late Delivery",Rejected,2023-06-30
RR_301001190,OR_31008910,"Defective Product",Rejected,2023-05-08
RR_301001191,OR_31006932,"Wrong Item Shipped",Approved,2023-06-22
RR_301001192,OR_31004583,"Wrong Item Shipped",Rejected,2024-07-27
RR_301001193,OR_31002471,"Wrong Item Shipped",Approved,2024-11-26
RR_301001194,OR_31008599,"Defective Product",Rejected,2023-06-17
RR_301001195,OR_31004461,"Defective Product",Rejected,2024-11-27
RR_301001196,OR_31005841,"Late Delivery",Approved,2023-07-02
RR_301001197,OR_31000630,"Wrong Item Shipped",Approved,2023-09-30
RR_301001198,OR_31005006,"Defective Product",Approved,2024-05-02
RR_301001199,OR_31008571,"Defective Product",Rejected,2024-11-16
RR_301001200,OR_31001284,"Defective Product",Approved,2024-03-07
RR_301001201,OR_31008028,"Late Delivery",Approved,2024-08-21
RR_301001202,OR_31002049,"Late Delivery",Rejected,2023-05-17
RR_301001203,OR_31009872,"Late Delivery",Approved,2024-05-17
RR_301001204,OR_31005803,"Defective Product",Rejected,2024-10-11
RR_301001205,OR_31005790,"Late Delivery",Approved,2023-02-15
RR_301001206,OR_31008220,"Defective Product",Approved,2024-06-19
RR_301001207,OR_31006087,"Late Delivery",Rejected,2023-09-19
RR_301001208,OR_31008590,"Late Delivery",Rejected,2024-07-19
RR_301001209,OR_31007532,"Late Delivery",Rejected,2023-09-26
RR_301001210,OR_31005344,"Late Delivery",Rejected,2023-01-15
RR_301001211,OR_31000079,"Late Delivery",Approved,2024-01-02
RR_301001212,OR_31007435,"Late Delivery",Approved,2024-11-30
RR_301001213,OR_31004019,"Defective Product",Rejected,2024-07-28
RR_301001214,OR_31002123,"Late Delivery",Rejected,2023-10-14
