Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID,Discount
OR_31004660,CS_11006486,PD_21006429,2024-04-29,06:31:31,4,"No Coupon",DV_61000004,0
OR_31004661,CS_11004059,PD_21000996,2024-05-28,19:35:56,2,"No Coupon",DV_61000004,0
OR_31004662,CS_11008795,PD_21005529,2023-11-16,20:42:43,3,READY,DV_61000001,5
OR_31004663,CS_11009002,PD_21001206,2024-02-14,20:59:31,7,"No Coupon",DV_61000004,0
OR_31004664,CS_11000063,PD_21004860,2023-11-03,02:46:57,1,"No Coupon",DV_61000001,0
OR_31004665,CS_11002870,PD_21009260,2024-05-13,00:34:20,6,GUN,DV_61000005,50
OR_31004666,CS_11005440,PD_21001829,2024-01-27,12:21:52,4,CUT,DV_61000002,15
OR_31004667,CS_11003405,PD_21002075,2023-04-03,08:07:59,8,"No Coupon",DV_61000002,0
OR_31004668,CS_11004299,PD_21000779,2023-07-19,14:37:33,8,STAR,DV_61000001,10
OR_31004669,CS_11007057,PD_21005294,2023-06-28,05:59:47,7,PLAN,DV_61000001,25
OR_31004670,CS_11008265,PD_21007815,2023-04-11,00:57:41,5,"No Coupon",DV_61000005,0
OR_31004671,CS_11002030,PD_21009632,2023-05-06,01:23:15,3,ONCE,DV_61000004,20
OR_31004672,CS_11007705,PD_21004851,2023-10-12,23:17:00,8,YOUR,DV_61000005,30
OR_31004673,CS_11006015,PD_21001920,2023-09-01,03:40:21,9,BACK,DV_61000002,12
OR_31004674,CS_11001405,PD_21003621,2024-04-25,17:45:23,10,LIKE,DV_61000002,20
OR_31004675,CS_11000396,PD_21003399,2023-06-29,08:35:36,5,THEIR,DV_61000004,25
OR_31004676,CS_11009651,PD_21009783,2023-02-24,07:07:52,4,SURE,DV_61000002,10
OR_31004677,CS_11006935,PD_21004751,2024-03-27,18:09:35,5,LARGE,DV_61000001,20
OR_31004678,CS_11009145,PD_21008917,2024-01-22,12:27:50,10,BEGIN,DV_61000002,12
OR_31004679,CS_11008293,PD_21001346,2023-08-01,17:52:32,8,GOVERNMENT,DV_61000003,50
OR_31004680,CS_11007307,PD_21007752,2023-06-22,20:37:47,6,"No Coupon",DV_61000004,0
OR_31004681,CS_11006939,PD_21007510,2024-03-25,07:48:47,1,"No Coupon",DV_61000004,0
OR_31004682,CS_11002645,PD_21004454,2024-10-24,09:48:20,1,"No Coupon",DV_61000004,0
OR_31004683,CS_11005641,PD_21005455,2023-01-28,01:28:18,10,"No Coupon",DV_61000003,0
OR_31004684,CS_11000500,PD_21009716,2024-09-12,09:08:19,6,"No Coupon",DV_61000005,0
OR_31004685,CS_11003932,PD_21006524,2023-09-06,09:32:50,2,"No Coupon",DV_61000001,0
OR_31004686,CS_11002737,PD_21002848,2024-04-10,04:12:52,7,TEACHER,DV_61000004,25
OR_31004687,CS_11000541,PD_21008999,2024-03-07,01:19:08,3,"No Coupon",DV_61000002,0
OR_31004688,CS_11007794,PD_21006676,2024-03-19,05:36:42,6,"No Coupon",DV_61000001,0
OR_31004689,CS_11006503,PD_21000556,2023-03-21,16:10:32,4,BE,DV_61000002,12
OR_31004690,CS_11009820,PD_21008401,2024-05-26,07:37:22,5,"No Coupon",DV_61000001,0
OR_31004691,CS_11002848,PD_21002843,2023-02-05,02:44:20,5,"No Coupon",DV_61000001,0
OR_31004692,CS_11005673,PD_21006345,2023-12-01,00:07:34,8,"No Coupon",DV_61000002,0
OR_31004693,CS_11003942,PD_21009490,2024-07-04,23:20:00,10,EYE,DV_61000002,20
OR_31004694,CS_11005431,PD_21000159,2023-07-29,18:42:06,8,NETWORK,DV_61000001,10
OR_31004695,CS_11003747,PD_21005707,2023-05-16,10:44:00,6,"No Coupon",DV_61000004,0
OR_31004696,CS_11008048,PD_21009709,2024-05-26,19:18:43,2,"No Coupon",DV_61000002,0
OR_31004697,CS_11006839,PD_21008890,2023-04-03,09:04:55,6,CARD,DV_61000003,15
OR_31004698,CS_11000198,PD_21006369,2023-12-28,15:13:02,10,"No Coupon",DV_61000003,0
OR_31004699,CS_11006142,PD_21005922,2023-03-09,19:05:00,7,ARM,DV_61000001,10
OR_31004700,CS_11003329,PD_21000917,2023-01-19,07:22:09,5,"No Coupon",DV_61000005,0
OR_31004701,CS_11009630,PD_21007027,2024-09-05,06:53:03,5,WIN,DV_61000001,10
OR_31004702,CS_11000496,PD_21007743,2023-11-11,19:34:27,6,ECONOMIC,DV_61000001,20
OR_31004703,CS_11008342,PD_21000519,2023-01-11,13:25:17,4,"No Coupon",DV_61000004,0
OR_31004704,CS_11002798,PD_21007966,2023-07-14,08:08:38,3,"No Coupon",DV_61000004,0
OR_31004705,CS_11006844,PD_21006297,2024-06-22,17:33:43,6,"No Coupon",DV_61000005,0
OR_31004706,CS_11000401,PD_21008815,2024-03-11,04:48:37,10,FACE,DV_61000005,25
OR_31004707,CS_11009118,PD_21007238,2023-09-29,18:05:42,10,"No Coupon",DV_61000005,0
OR_31004708,CS_11006581,PD_21005846,2023-04-19,20:16:54,10,ENTIRE,DV_61000005,20
OR_31004709,CS_11008394,PD_21002978,2023-07-07,23:47:59,1,"No Coupon",DV_61000005,0
OR_31004710,CS_11007188,PD_21002670,2024-05-27,15:58:38,9,SCORE,DV_61000001,10
OR_31004711,CS_11005705,PD_21009641,2024-07-04,20:41:39,4,LANGUAGE,DV_61000001,20
OR_31004712,CS_11005855,PD_21001824,2024-11-27,23:04:15,10,"No Coupon",DV_61000003,0
OR_31004713,CS_11002608,PD_21000870,2023-08-27,20:57:30,3,PAINTING,DV_61000003,25
OR_31004714,CS_11007103,PD_21000571,2024-08-28,05:01:00,6,"No Coupon",DV_61000002,0
OR_31004715,CS_11007892,PD_21006657,2023-04-05,13:31:26,6,"No Coupon",DV_61000001,0
OR_31004716,CS_11005676,PD_21004121,2023-09-17,19:15:31,3,"No Coupon",DV_61000005,0
OR_31004717,CS_11005230,PD_21007908,2023-08-20,14:49:48,5,"No Coupon",DV_61000002,0
OR_31004718,CS_11004753,PD_21001463,2023-01-09,20:50:52,1,"No Coupon",DV_61000004,0
OR_31004719,CS_11003136,PD_21006408,2023-03-19,16:02:45,9,LEAST,DV_61000001,20
OR_31004720,CS_11004295,PD_21004581,2024-09-22,13:49:12,5,HERE,DV_61000003,40
OR_31004721,CS_11009474,PD_21007443,2024-08-28,19:41:11,3,GENERATION,DV_61000001,50
OR_31004722,CS_11000692,PD_21002941,2023-01-23,07:54:02,9,"No Coupon",DV_61000001,0
OR_31004723,CS_11005355,PD_21000699,2024-04-21,21:38:52,1,"No Coupon",DV_61000001,0
OR_31004724,CS_11003833,PD_21009914,2024-09-16,04:01:51,1,WAY,DV_61000001,10
OR_31004725,CS_11006796,PD_21005149,2024-11-23,14:04:38,4,"No Coupon",DV_61000004,0
OR_31004726,CS_11003712,PD_21005829,2024-12-09,03:53:06,2,"No Coupon",DV_61000003,0
OR_31004727,CS_11002276,PD_21000439,2024-07-22,03:16:39,2,"No Coupon",DV_61000001,0
OR_31004728,CS_11001310,PD_21008854,2023-05-17,04:33:26,7,TALK,DV_61000004,25
OR_31004729,CS_11008108,PD_21001711,2023-07-17,22:04:23,9,WEST,DV_61000002,10
OR_31004730,CS_11002012,PD_21007388,2024-05-05,19:02:22,6,"No Coupon",DV_61000001,0
OR_31004731,CS_11003443,PD_21004943,2024-08-12,06:25:07,4,QUITE,DV_61000004,10
OR_31004732,CS_11008360,PD_21001494,2023-02-17,21:39:55,2,NOT,DV_61000005,10
OR_31004733,CS_11007314,PD_21006328,2023-03-12,03:04:25,5,ALL,DV_61000002,10
OR_31004734,CS_11001870,PD_21003595,2024-03-09,17:08:45,10,"No Coupon",DV_61000003,0
OR_31004735,CS_11002935,PD_21001849,2023-03-22,10:05:27,9,"No Coupon",DV_61000001,0
OR_31004736,CS_11004549,PD_21002909,2023-07-01,15:59:18,6,"No Coupon",DV_61000001,0
OR_31004737,CS_11006444,PD_21004648,2024-08-11,06:52:25,7,THESE,DV_61000004,25
OR_31004738,CS_11008814,PD_21009935,2024-06-27,12:15:28,6,CAPITAL,DV_61000003,15
OR_31004739,CS_11000354,PD_21009481,2024-03-05,05:36:23,8,ALWAYS,DV_61000005,10
OR_31004740,CS_11003152,PD_21009133,2024-11-14,16:08:23,8,"No Coupon",DV_61000002,0
OR_31004741,CS_11008226,PD_21003984,2024-04-11,03:28:24,10,"No Coupon",DV_61000003,0
OR_31004742,CS_11003257,PD_21008764,2023-06-30,21:07:03,4,"No Coupon",DV_61000001,0
OR_31004743,CS_11005661,PD_21008005,2023-12-25,14:07:55,6,WAY,DV_61000004,10
OR_31004744,CS_11000509,PD_21008378,2023-10-01,10:04:28,10,AVAILABLE,DV_61000005,10
OR_31004745,CS_11007447,PD_21005224,2024-01-22,07:25:54,1,CARD,DV_61000004,15
OR_31004746,CS_11005701,PD_21009253,2023-04-19,08:15:09,9,SEAT,DV_61000002,10
OR_31004747,CS_11009722,PD_21002048,2023-11-13,23:00:44,7,SEVEN,DV_61000003,10
OR_31004748,CS_11002467,PD_21000037,2023-01-01,08:06:14,10,REPORT,DV_61000004,5
OR_31004749,CS_11000300,PD_21002987,2023-08-31,20:27:44,8,"No Coupon",DV_61000004,0
OR_31004750,CS_11005082,PD_21008623,2024-03-28,18:22:55,9,"No Coupon",DV_61000001,0
OR_31004751,CS_11006451,PD_21007975,2024-08-24,13:33:38,5,THIRD,DV_61000004,25
OR_31004752,CS_11006959,PD_21005259,2024-04-24,06:19:49,8,ANSWER,DV_61000005,10
OR_31004753,CS_11003625,PD_21009280,2023-10-27,12:25:00,5,TURN,DV_61000003,25
OR_31004754,CS_11008354,PD_21002038,2023-08-02,15:33:55,5,LEG,DV_61000002,20
OR_31004755,CS_11009602,PD_21005448,2023-06-27,06:36:42,3,"No Coupon",DV_61000004,0
OR_31004756,CS_11002447,PD_21009408,2024-09-01,20:40:23,8,"No Coupon",DV_61000005,0
OR_31004757,CS_11001790,PD_21006743,2024-03-10,17:08:39,7,"No Coupon",DV_61000002,0
OR_31004758,CS_11009540,PD_21001781,2023-08-28,07:10:11,6,"No Coupon",DV_61000005,0
OR_31004759,CS_11009000,PD_21008806,2024-09-14,18:42:14,7,DOCTOR,DV_61000004,5
OR_31004760,CS_11002343,PD_21008437,2024-07-30,00:09:52,9,"No Coupon",DV_61000004,0
OR_31004761,CS_11009272,PD_21003884,2023-01-17,15:52:50,6,CLAIM,DV_61000003,15
OR_31004762,CS_11000951,PD_21000807,2024-02-02,15:08:12,2,"No Coupon",DV_61000001,0
OR_31004763,CS_11007196,PD_21000668,2023-01-19,16:33:29,5,LEARN,DV_61000005,20
OR_31004764,CS_11002486,PD_21005265,2024-02-02,09:40:35,10,"No Coupon",DV_61000001,0
OR_31004765,CS_11003194,PD_21008999,2023-10-05,07:52:30,8,AGENT,DV_61000001,10
OR_31004766,CS_11002010,PD_21003188,2024-10-17,15:26:30,7,"No Coupon",DV_61000002,0
OR_31004767,CS_11007161,PD_21002767,2024-08-01,21:58:10,1,"No Coupon",DV_61000002,0
OR_31004768,CS_11001894,PD_21002388,2023-10-07,09:32:31,4,THOUSAND,DV_61000005,25
OR_31004769,CS_11005480,PD_21004616,2023-02-08,02:23:14,4,"No Coupon",DV_61000001,0
OR_31004770,CS_11007559,PD_21009355,2024-02-02,01:15:56,8,WHETHER,DV_61000003,10
OR_31004771,CS_11001931,PD_21007182,2023-04-22,15:12:32,2,PHYSICAL,DV_61000001,25
OR_31004772,CS_11003755,PD_21007621,2024-05-06,15:43:13,9,"No Coupon",DV_61000002,0
OR_31004773,CS_11006617,PD_21004587,2024-04-17,15:47:57,10,EDUCATION,DV_61000001,20
OR_31004774,CS_11003886,PD_21002317,2023-09-18,09:14:36,8,HAPPEN,DV_61000004,40
OR_31004775,CS_11008473,PD_21005904,2024-09-12,04:37:29,3,"No Coupon",DV_61000004,0
OR_31004776,CS_11005575,PD_21009716,2023-07-12,09:17:53,3,"No Coupon",DV_61000003,0
OR_31004777,CS_11005207,PD_21004652,2023-03-26,01:16:11,7,ACT,DV_61000005,10
OR_31004778,CS_11000404,PD_21006498,2024-05-07,06:30:01,5,STORE,DV_61000001,10
OR_31004779,CS_11006366,PD_21009679,2024-01-27,05:03:23,5,HOSPITAL,DV_61000004,40
OR_31004780,CS_11007815,PD_21001554,2024-03-20,01:03:35,5,"No Coupon",DV_61000005,0
OR_31004781,CS_11005123,PD_21001741,2024-11-06,09:15:12,5,"No Coupon",DV_61000004,0
OR_31004782,CS_11004021,PD_21007918,2024-11-17,22:17:06,9,"No Coupon",DV_61000005,0
OR_31004783,CS_11006047,PD_21006424,2023-10-31,05:15:42,5,"No Coupon",DV_61000005,0
OR_31004784,CS_11004059,PD_21008647,2024-03-07,09:56:42,9,START,DV_61000004,10
OR_31004785,CS_11003408,PD_21009774,2023-04-10,09:22:53,10,CUSTOMER,DV_61000002,15
OR_31004786,CS_11004109,PD_21006163,2023-01-31,17:26:34,8,"No Coupon",DV_61000005,0
OR_31004787,CS_11002096,PD_21008058,2024-07-20,09:53:20,1,WATER,DV_61000001,10
OR_31004788,CS_11009532,PD_21001003,2024-12-14,10:01:52,9,MOST,DV_61000004,15
OR_31004789,CS_11005510,PD_21008209,2024-04-02,23:32:25,5,WATER,DV_61000002,10
OR_31004790,CS_11003336,PD_21009397,2024-05-31,13:10:13,7,GET,DV_61000004,50
OR_31004791,CS_11005185,PD_21003387,2024-05-14,20:52:01,8,"No Coupon",DV_61000003,0
OR_31004792,CS_11001505,PD_21001398,2023-06-14,11:59:39,3,"No Coupon",DV_61000001,0
OR_31004793,CS_11007545,PD_21006125,2024-10-24,10:12:14,7,"No Coupon",DV_61000003,0
OR_31004794,CS_11008218,PD_21008017,2023-01-16,23:41:26,6,CURRENT,DV_61000005,15
OR_31004795,CS_11008722,PD_21002872,2024-04-19,03:08:06,1,SKILL,DV_61000005,10
OR_31004796,CS_11008916,PD_21004521,2023-08-14,08:23:08,5,"No Coupon",DV_61000003,0
OR_31004797,CS_11006773,PD_21005101,2024-08-05,23:07:55,10,"No Coupon",DV_61000003,0
OR_31004798,CS_11001565,PD_21004840,2024-08-30,09:34:22,10,STORY,DV_61000005,10
OR_31004799,CS_11003541,PD_21006660,2024-03-27,13:11:47,6,"No Coupon",DV_61000002,0
OR_31004800,CS_11006314,PD_21004048,2023-07-03,18:40:09,1,"No Coupon",DV_61000001,0
OR_31004801,CS_11008554,PD_21000839,2023-11-25,15:20:23,6,SOMEONE,DV_61000004,10
OR_31004802,CS_11005675,PD_21006243,2024-08-07,13:16:53,9,READ,DV_61000003,5
OR_31004803,CS_11008566,PD_21001521,2024-11-26,00:46:55,5,"No Coupon",DV_61000001,0
OR_31004804,CS_11000955,PD_21001854,2024-08-14,21:59:59,2,CARRY,DV_61000004,15
OR_31004805,CS_11003258,PD_21004482,2023-04-14,07:09:13,4,THEORY,DV_61000004,25
OR_31004806,CS_11005382,PD_21003972,2024-05-24,13:29:10,6,ECONOMY,DV_61000003,20
OR_31004807,CS_11004887,PD_21000234,2023-05-16,12:38:39,10,REFLECT,DV_61000002,5
OR_31004808,CS_11008960,PD_21005674,2023-10-27,20:56:14,6,PER,DV_61000002,25
OR_31004809,CS_11000743,PD_21000700,2024-06-13,18:09:04,1,"No Coupon",DV_61000001,0
OR_31004810,CS_11005450,PD_21002353,2023-12-12,05:09:44,4,HOW,DV_61000001,40
OR_31004811,CS_11004272,PD_21003716,2024-06-25,13:33:50,9,"No Coupon",DV_61000005,0
OR_31004812,CS_11003912,PD_21002101,2024-05-18,09:26:58,9,"No Coupon",DV_61000002,0
OR_31004813,CS_11004679,PD_21009039,2023-10-23,16:21:08,8,WATCH,DV_61000001,10
OR_31004814,CS_11004055,PD_21003186,2024-01-22,15:14:16,4,EXPECT,DV_61000005,20
OR_31004815,CS_11003159,PD_21008604,2023-09-24,09:53:13,9,SEEK,DV_61000004,10
OR_31004816,CS_11007599,PD_21006184,2024-04-13,02:46:58,2,EFFORT,DV_61000001,20
OR_31004817,CS_11009464,PD_21006785,2023-09-26,07:47:25,4,"No Coupon",DV_61000005,0
OR_31004818,CS_11007427,PD_21005635,2023-11-22,02:27:39,3,BE,DV_61000002,12
OR_31004819,CS_11002335,PD_21009396,2024-11-29,21:33:00,7,"No Coupon",DV_61000004,0
OR_31004820,CS_11002978,PD_21000223,2023-09-10,08:31:56,10,LEADER,DV_61000001,20
OR_31004821,CS_11004949,PD_21003866,2024-03-14,14:43:20,5,NONE,DV_61000002,10
OR_31004822,CS_11005161,PD_21002894,2023-12-24,23:56:20,7,ENTIRE,DV_61000004,20
OR_31004823,CS_11003331,PD_21006796,2023-10-24,11:09:58,6,CIVIL,DV_61000003,15
OR_31004824,CS_11008589,PD_21005539,2023-04-26,09:29:00,3,HIGH,DV_61000002,40
OR_31004825,CS_11003867,PD_21002995,2023-05-13,22:38:28,5,MEMBER,DV_61000003,15
OR_31004826,CS_11000520,PD_21006351,2023-02-05,04:24:49,9,BOTH,DV_61000001,12
OR_31004827,CS_11002148,PD_21006403,2024-03-09,00:52:20,1,"No Coupon",DV_61000005,0
OR_31004828,CS_11006345,PD_21002649,2024-09-13,08:09:29,8,PLANT,DV_61000001,25
OR_31004829,CS_11007076,PD_21002995,2024-08-06,18:43:24,7,CARRY,DV_61000002,15
OR_31004830,CS_11004881,PD_21009462,2024-10-22,13:59:55,6,LIKE,DV_61000003,20
OR_31004831,CS_11008217,PD_21007231,2023-11-26,17:34:17,10,PM,DV_61000003,25
OR_31004832,CS_11009759,PD_21003726,2023-02-23,11:01:45,3,LOT,DV_61000004,20
OR_31004833,CS_11008519,PD_21005709,2023-12-04,20:07:47,9,"No Coupon",DV_61000001,0
OR_31004834,CS_11000861,PD_21000918,2024-08-02,13:44:37,2,ITEM,DV_61000001,35
OR_31004835,CS_11001197,PD_21005961,2023-08-09,10:25:07,9,WHATEVER,DV_61000002,10
OR_31004836,CS_11007835,PD_21004684,2023-09-30,09:33:24,9,"No Coupon",DV_61000003,0
OR_31004837,CS_11002936,PD_21004336,2024-07-06,08:43:18,9,PARTICULARLY,DV_61000002,25
OR_31004838,CS_11005573,PD_21003820,2023-12-01,11:51:52,5,"No Coupon",DV_61000002,0
OR_31004839,CS_11006050,PD_21005842,2024-03-06,15:36:55,10,"No Coupon",DV_61000003,0
OR_31004840,CS_11003803,PD_21008270,2024-10-26,20:44:20,10,GOOD,DV_61000002,50
OR_31004841,CS_11003210,PD_21009731,2023-05-10,02:28:03,3,TODAY,DV_61000003,25
OR_31004842,CS_11004509,PD_21007370,2024-12-31,03:05:51,2,"No Coupon",DV_61000002,0
OR_31004843,CS_11000773,PD_21006143,2023-06-25,09:18:12,9,EXIST,DV_61000005,20
OR_31004844,CS_11006677,PD_21001317,2023-11-03,10:21:28,5,"No Coupon",DV_61000002,0
OR_31004845,CS_11004721,PD_21001348,2023-09-20,20:16:55,6,ONE,DV_61000002,20
OR_31004846,CS_11004281,PD_21006572,2024-10-30,20:04:40,4,PRODUCE,DV_61000005,25
OR_31004847,CS_11008981,PD_21004472,2024-09-24,17:28:52,6,SELL,DV_61000001,10
OR_31004848,CS_11004364,PD_21006449,2024-03-16,01:38:15,5,"No Coupon",DV_61000003,0
OR_31004849,CS_11002643,PD_21002261,2024-04-13,01:08:05,5,"No Coupon",DV_61000004,0
OR_31004850,CS_11003076,PD_21005864,2024-08-21,11:20:12,4,"No Coupon",DV_61000005,0
OR_31004851,CS_11002468,PD_21003618,2024-08-24,19:21:00,3,"No Coupon",DV_61000001,0
OR_31004852,CS_11000585,PD_21008352,2024-08-28,04:52:11,9,SURE,DV_61000002,10
OR_31004853,CS_11001521,PD_21002329,2023-05-16,11:39:24,6,MUSIC,DV_61000001,15
OR_31004854,CS_11006184,PD_21001983,2023-07-03,13:24:02,10,"No Coupon",DV_61000005,0
OR_31004855,CS_11002777,PD_21006453,2023-02-09,21:41:08,8,SUDDENLY,DV_61000002,10
OR_31004856,CS_11003313,PD_21001248,2023-08-23,02:52:04,5,"No Coupon",DV_61000001,0
OR_31004857,CS_11007091,PD_21009732,2023-11-19,09:59:38,5,SORT,DV_61000004,10
OR_31004858,CS_11006624,PD_21000435,2023-12-23,14:59:56,5,"No Coupon",DV_61000003,0
OR_31004859,CS_11000066,PD_21004928,2023-06-15,09:50:09,4,"No Coupon",DV_61000003,0
OR_31004860,CS_11004649,PD_21007338,2024-04-24,11:26:01,4,BEAUTIFUL,DV_61000005,12
OR_31004861,CS_11009816,PD_21001500,2023-03-07,20:09:33,7,"No Coupon",DV_61000002,0
OR_31004862,CS_11004773,PD_21005291,2024-11-19,12:42:03,7,"No Coupon",DV_61000002,0
OR_31004863,CS_11001458,PD_21007446,2023-09-15,03:53:58,6,"No Coupon",DV_61000003,0
OR_31004864,CS_11008234,PD_21006454,2023-11-16,08:00:01,10,"No Coupon",DV_61000001,0
OR_31004865,CS_11002382,PD_21000659,2024-10-20,17:51:09,3,"No Coupon",DV_61000002,0
OR_31004866,CS_11006756,PD_21009398,2024-08-19,15:13:45,2,"No Coupon",DV_61000004,0
OR_31004867,CS_11002975,PD_21006164,2024-07-04,20:50:59,8,"No Coupon",DV_61000004,0
OR_31004868,CS_11009124,PD_21008981,2023-01-08,05:30:33,6,RESEARCH,DV_61000002,5
OR_31004869,CS_11003200,PD_21001092,2023-03-26,08:22:24,6,"No Coupon",DV_61000002,0
OR_31004870,CS_11009132,PD_21000539,2024-08-20,04:05:41,5,PREVENT,DV_61000003,25
OR_31004871,CS_11005134,PD_21004463,2023-11-29,15:35:12,1,"No Coupon",DV_61000005,0
OR_31004872,CS_11005085,PD_21002298,2023-12-13,06:57:20,7,"No Coupon",DV_61000003,0
OR_31004873,CS_11009321,PD_21005852,2024-03-15,04:35:07,1,FAST,DV_61000005,25
OR_31004874,CS_11005482,PD_21005996,2024-08-10,06:33:04,2,"No Coupon",DV_61000004,0
OR_31004875,CS_11000453,PD_21004324,2023-04-08,04:55:34,9,RESPONSE,DV_61000005,5
OR_31004876,CS_11001511,PD_21004885,2023-12-23,00:18:52,1,"No Coupon",DV_61000003,0
OR_31004877,CS_11003171,PD_21004346,2024-10-22,22:47:04,9,"No Coupon",DV_61000002,0
OR_31004878,CS_11005347,PD_21002281,2024-06-21,22:27:33,3,WHICH,DV_61000005,10
OR_31004879,CS_11002087,PD_21005578,2023-07-03,06:20:59,2,TRADITIONAL,DV_61000003,25
OR_31004880,CS_11009323,PD_21000026,2023-02-09,04:56:20,3,"No Coupon",DV_61000004,0
OR_31004881,CS_11005409,PD_21007250,2024-01-11,16:22:46,8,"No Coupon",DV_61000005,0
OR_31004882,CS_11009199,PD_21006887,2024-05-29,01:02:41,9,MOUTH,DV_61000004,15
OR_31004883,CS_11008544,PD_21003320,2024-06-25,09:49:11,7,TELL,DV_61000004,25
OR_31004884,CS_11004500,PD_21003134,2023-03-16,09:35:51,7,"No Coupon",DV_61000001,0
OR_31004885,CS_11001431,PD_21001221,2024-11-21,05:14:20,1,PREPARE,DV_61000005,25
OR_31004886,CS_11005098,PD_21005715,2023-08-06,08:29:35,2,"No Coupon",DV_61000003,0
OR_31004887,CS_11006503,PD_21004698,2024-09-26,04:40:34,8,"No Coupon",DV_61000005,0
OR_31004888,CS_11007365,PD_21005917,2024-10-10,21:23:52,5,ROAD,DV_61000005,5
OR_31004889,CS_11002521,PD_21003846,2023-11-23,14:49:04,1,LEAVE,DV_61000004,20
OR_31004890,CS_11005427,PD_21005950,2023-04-16,15:08:11,8,PROFESSOR,DV_61000004,25
OR_31004891,CS_11000201,PD_21009118,2023-10-18,17:43:51,9,"No Coupon",DV_61000004,0
OR_31004892,CS_11007035,PD_21001992,2023-09-18,06:23:25,3,"No Coupon",DV_61000004,0
OR_31004893,CS_11004963,PD_21000965,2023-09-13,23:44:29,5,"No Coupon",DV_61000003,0
OR_31004894,CS_11005190,PD_21001654,2024-07-12,18:58:06,5,TREATMENT,DV_61000002,25
OR_31004895,CS_11007511,PD_21004858,2023-05-07,06:33:38,3,"No Coupon",DV_61000001,0
OR_31004896,CS_11000515,PD_21007044,2023-01-28,13:37:45,2,HIT,DV_61000004,40
OR_31004897,CS_11003428,PD_21000586,2024-01-22,14:56:41,1,"No Coupon",DV_61000004,0
OR_31004898,CS_11002050,PD_21005704,2023-07-06,03:45:59,7,"No Coupon",DV_61000001,0
OR_31004899,CS_11006705,PD_21007520,2023-12-22,16:06:40,1,FIND,DV_61000004,25
OR_31004900,CS_11009053,PD_21006462,2024-08-13,01:32:12,4,"No Coupon",DV_61000002,0
OR_31004901,CS_11003582,PD_21004402,2023-11-23,16:10:32,7,STREET,DV_61000005,10
OR_31004902,CS_11009741,PD_21003497,2024-10-29,14:16:38,9,"No Coupon",DV_61000001,0
OR_31004903,CS_11002260,PD_21000119,2023-08-05,09:38:52,3,"No Coupon",DV_61000003,0
OR_31004904,CS_11008868,PD_21004119,2024-05-07,12:30:27,8,"No Coupon",DV_61000001,0
OR_31004905,CS_11007123,PD_21008224,2023-12-30,21:38:02,1,"No Coupon",DV_61000002,0
OR_31004906,CS_11005807,PD_21002750,2023-12-24,21:30:35,8,"No Coupon",DV_61000003,0
OR_31004907,CS_11006259,PD_21008610,2023-06-02,07:44:07,2,"No Coupon",DV_61000005,0
OR_31004908,CS_11002430,PD_21005035,2024-11-25,19:54:07,7,OFFICER,DV_61000004,20
OR_31004909,CS_11007777,PD_21003929,2023-04-23,18:14:49,1,STANDARD,DV_61000001,10
OR_31004910,CS_11000950,PD_21009616,2023-09-24,09:02:55,2,COLLEGE,DV_61000003,15
OR_31004911,CS_11003077,PD_21005365,2024-08-10,15:39:15,7,"No Coupon",DV_61000001,0
OR_31004912,CS_11008715,PD_21009281,2023-12-21,03:09:10,4,"No Coupon",DV_61000005,0
OR_31004913,CS_11002336,PD_21001136,2024-07-25,22:30:33,10,"No Coupon",DV_61000001,0
OR_31004914,CS_11009069,PD_21007153,2023-10-04,08:42:30,9,"No Coupon",DV_61000003,0
OR_31004915,CS_11001416,PD_21006485,2024-12-16,02:21:42,8,FIGURE,DV_61000002,25
OR_31004916,CS_11003709,PD_21000079,2024-12-10,14:25:47,2,"No Coupon",DV_61000003,0
OR_31004917,CS_11000984,PD_21005437,2024-03-24,05:54:27,1,"No Coupon",DV_61000001,0
OR_31004918,CS_11007071,PD_21001744,2023-07-18,00:27:57,7,"No Coupon",DV_61000005,0
OR_31004919,CS_11000192,PD_21007698,2023-10-03,10:01:00,7,RESPOND,DV_61000004,5
OR_31004920,CS_11003865,PD_21001064,2023-09-10,18:49:06,1,"No Coupon",DV_61000004,0
OR_31004921,CS_11008772,PD_21001913,2024-03-18,03:54:04,9,"No Coupon",DV_61000005,0
OR_31004922,CS_11005356,PD_21006127,2024-04-09,16:50:53,10,CARRY,DV_61000001,15
OR_31004923,CS_11001376,PD_21008685,2024-07-29,14:05:26,6,"No Coupon",DV_61000005,0
OR_31004924,CS_11005448,PD_21003175,2023-03-20,00:21:58,4,OPTION,DV_61000001,20
OR_31004925,CS_11002864,PD_21001132,2023-04-15,17:14:31,2,TOWARD,DV_61000003,25
OR_31004926,CS_11004457,PD_21007201,2024-10-08,18:12:37,10,"No Coupon",DV_61000002,0
OR_31004927,CS_11000920,PD_21004237,2023-09-26,21:22:52,4,"No Coupon",DV_61000001,0
OR_31004928,CS_11006504,PD_21007171,2023-04-26,10:24:09,7,"No Coupon",DV_61000004,0
OR_31004929,CS_11007050,PD_21008003,2024-11-04,23:34:13,8,BUY,DV_61000004,12
OR_31004930,CS_11006975,PD_21004771,2024-07-05,04:47:48,2,TELEVISION,DV_61000002,25
OR_31004931,CS_11007058,PD_21008139,2023-02-21,20:12:59,3,ALONG,DV_61000001,10
