Tr_ID,Or_ID,Transaction_Mode,Reward
TR_41005326,OR_31004206,UPI,Yes
TR_41005327,OR_31008447,"Net Banking",No
TR_41005328,OR_31005268,UPI,No
TR_41005329,OR_31008172,"Net Banking",No
TR_41005330,OR_31004516,UPI,No
TR_41005331,OR_31009557,"Credit Card",Yes
TR_41005332,OR_31003056,UPI,Yes
TR_41005333,OR_31001800,"Net Banking",Yes
TR_41005334,OR_31000280,UPI,Yes
TR_41005335,OR_31005426,"Debit Card",Yes
TR_41005336,OR_31005256,"Debit Card",Yes
TR_41005337,OR_31004464,"Debit Card",Yes
TR_41005338,OR_31006907,"Credit Card",Yes
TR_41005339,OR_31007009,"Net Banking",Yes
TR_41005340,OR_31008088,Wallet,No
TR_41005341,OR_31005196,"Credit Card",Yes
TR_41005342,OR_31006067,"Debit Card",Yes
TR_41005343,OR_31009412,Wallet,Yes
TR_41005344,OR_31003601,Wallet,Yes
TR_41005345,OR_31007863,"Credit Card",Yes
TR_41005346,OR_31001380,Wallet,Yes
TR_41005347,OR_31000488,"Debit Card",Yes
TR_41005348,OR_31004796,UPI,Yes
TR_41005349,OR_31003618,UPI,No
TR_41005350,OR_31001969,"Debit Card",Yes
TR_41005351,OR_31008182,Wallet,No
TR_41005352,OR_31007985,"Debit Card",No
TR_41005353,OR_31006006,"Debit Card",No
TR_41005354,OR_31001928,"Debit Card",No
TR_41005355,OR_31002809,"Net Banking",No
TR_41005356,OR_31008596,Wallet,No
TR_41005357,OR_31006473,UPI,Yes
TR_41005358,OR_31007989,UPI,Yes
TR_41005359,OR_31008670,Wallet,Yes
TR_41005360,OR_31003765,"Credit Card",Yes
TR_41005361,OR_31003146,"Credit Card",No
TR_41005362,OR_31002156,Wallet,No
TR_41005363,OR_31000677,UPI,Yes
TR_41005364,OR_31004514,Wallet,Yes
TR_41005365,OR_31004039,UPI,No
TR_41005366,OR_31003781,"Net Banking",Yes
TR_41005367,OR_31002940,"Debit Card",No
TR_41005368,OR_31005518,"Debit Card",No
TR_41005369,OR_31004676,Wallet,No
TR_41005370,OR_31007840,"Debit Card",No
TR_41005371,OR_31005477,"Credit Card",Yes
TR_41005372,OR_31007704,"Debit Card",No
TR_41005373,OR_31004607,"Debit Card",Yes
TR_41005374,OR_31004170,"Net Banking",Yes
TR_41005375,OR_31005845,Wallet,Yes
TR_41005376,OR_31000405,Wallet,No
TR_41005377,OR_31008783,UPI,No
TR_41005378,OR_31001996,UPI,Yes
TR_41005379,OR_31003362,UPI,Yes
TR_41005380,OR_31002824,"Net Banking",No
TR_41005381,OR_31004406,UPI,No
TR_41005382,OR_31006205,"Credit Card",No
TR_41005383,OR_31005793,"Debit Card",Yes
TR_41005384,OR_31002107,Wallet,Yes
TR_41005385,OR_31001559,UPI,No
TR_41005386,OR_31008824,UPI,Yes
TR_41005387,OR_31009963,"Credit Card",No
TR_41005388,OR_31006343,"Credit Card",Yes
TR_41005389,OR_31004208,"Debit Card",Yes
TR_41005390,OR_31007009,UPI,No
TR_41005391,OR_31009211,"Credit Card",Yes
TR_41005392,OR_31006554,"Net Banking",Yes
TR_41005393,OR_31008072,Wallet,Yes
TR_41005394,OR_31006831,Wallet,No
TR_41005395,OR_31009569,UPI,No
TR_41005396,OR_31008349,"Credit Card",Yes
TR_41005397,OR_31000514,"Net Banking",Yes
TR_41005398,OR_31001235,"Debit Card",Yes
TR_41005399,OR_31008990,"Net Banking",Yes
TR_41005400,OR_31000942,"Net Banking",Yes
TR_41005401,OR_31002467,UPI,No
TR_41005402,OR_31008689,Wallet,Yes
TR_41005403,OR_31009479,"Net Banking",No
TR_41005404,OR_31004704,Wallet,No
TR_41005405,OR_31003690,UPI,Yes
TR_41005406,OR_31007527,UPI,Yes
TR_41005407,OR_31003943,"Credit Card",Yes
TR_41005408,OR_31000810,"Net Banking",No
TR_41005409,OR_31007555,UPI,Yes
TR_41005410,OR_31004917,"Credit Card",No
TR_41005411,OR_31008290,"Credit Card",No
TR_41005412,OR_31004890,"Credit Card",Yes
TR_41005413,OR_31003532,"Credit Card",No
TR_41005414,OR_31008743,"Credit Card",No
TR_41005415,OR_31008484,"Debit Card",Yes
TR_41005416,OR_31000853,UPI,Yes
TR_41005417,OR_31006856,Wallet,Yes
TR_41005418,OR_31000726,"Credit Card",No
TR_41005419,OR_31004776,"Net Banking",No
TR_41005420,OR_31008007,Wallet,Yes
TR_41005421,OR_31001482,"Credit Card",Yes
TR_41005422,OR_31001463,"Credit Card",No
TR_41005423,OR_31002092,"Net Banking",No
TR_41005424,OR_31007189,"Net Banking",No
TR_41005425,OR_31002005,Wallet,Yes
TR_41005426,OR_31000625,UPI,No
TR_41005427,OR_31006839,"Debit Card",No
TR_41005428,OR_31000498,"Credit Card",No
TR_41005429,OR_31006637,"Debit Card",Yes
TR_41005430,OR_31008907,UPI,No
TR_41005431,OR_31003349,"Credit Card",Yes
TR_41005432,OR_31002684,"Credit Card",Yes
TR_41005433,OR_31004329,"Credit Card",No
TR_41005434,OR_31008120,"Credit Card",No
TR_41005435,OR_31007413,"Credit Card",Yes
TR_41005436,OR_31008630,"Debit Card",Yes
TR_41005437,OR_31005624,UPI,Yes
TR_41005438,OR_31009078,UPI,No
TR_41005439,OR_31004503,"Credit Card",Yes
TR_41005440,OR_31000551,"Net Banking",No
TR_41005441,OR_31004243,"Debit Card",Yes
TR_41005442,OR_31007243,Wallet,No
TR_41005443,OR_31000169,Wallet,No
TR_41005444,OR_31004266,Wallet,Yes
TR_41005445,OR_31002075,"Net Banking",Yes
TR_41005446,OR_31006711,"Debit Card",Yes
TR_41005447,OR_31005803,"Credit Card",Yes
TR_41005448,OR_31002199,"Debit Card",Yes
TR_41005449,OR_31008697,"Debit Card",Yes
TR_41005450,OR_31001705,UPI,Yes
TR_41005451,OR_31003965,"Debit Card",No
TR_41005452,OR_31002311,UPI,Yes
TR_41005453,OR_31008634,"Net Banking",Yes
TR_41005454,OR_31009123,UPI,No
TR_41005455,OR_31001960,"Net Banking",No
TR_41005456,OR_31002392,"Credit Card",No
TR_41005457,OR_31009480,"Credit Card",No
TR_41005458,OR_31000202,UPI,Yes
TR_41005459,OR_31000472,UPI,No
TR_41005460,OR_31005003,"Debit Card",No
TR_41005461,OR_31007570,"Debit Card",No
TR_41005462,OR_31004930,UPI,No
TR_41005463,OR_31004405,UPI,No
TR_41005464,OR_31009085,"Debit Card",No
TR_41005465,OR_31008655,UPI,Yes
TR_41005466,OR_31000934,Wallet,No
TR_41005467,OR_31000098,"Net Banking",Yes
TR_41005468,OR_31009083,UPI,No
TR_41005469,OR_31000416,Wallet,Yes
TR_41005470,OR_31000926,UPI,Yes
TR_41005471,OR_31003660,UPI,Yes
TR_41005472,OR_31007019,"Debit Card",Yes
TR_41005473,OR_31006180,"Credit Card",No
TR_41005474,OR_31008016,"Credit Card",No
TR_41005475,OR_31003540,"Credit Card",Yes
TR_41005476,OR_31004007,Wallet,Yes
TR_41005477,OR_31000269,"Net Banking",Yes
TR_41005478,OR_31003723,Wallet,Yes
TR_41005479,OR_31005914,"Credit Card",No
TR_41005480,OR_31007700,UPI,Yes
TR_41005481,OR_31008808,"Credit Card",No
TR_41005482,OR_31007770,UPI,No
TR_41005483,OR_31009690,"Credit Card",Yes
TR_41005484,OR_31004696,Wallet,No
TR_41005485,OR_31006866,UPI,Yes
TR_41005486,OR_31009559,"Net Banking",No
TR_41005487,OR_31000802,"Debit Card",Yes
TR_41005488,OR_31003422,Wallet,Yes
TR_41005489,OR_31009981,"Net Banking",No
TR_41005490,OR_31006892,"Net Banking",Yes
TR_41005491,OR_31003482,UPI,No
TR_41005492,OR_31006100,Wallet,No
TR_41005493,OR_31006085,"Debit Card",Yes
TR_41005494,OR_31004616,UPI,Yes
TR_41005495,OR_31007637,"Net Banking",No
TR_41005496,OR_31001168,"Net Banking",No
TR_41005497,OR_31004289,"Net Banking",No
TR_41005498,OR_31004276,"Debit Card",Yes
TR_41005499,OR_31005752,"Credit Card",Yes
TR_41005500,OR_31009085,"Debit Card",Yes
TR_41005501,OR_31005686,"Debit Card",Yes
TR_41005502,OR_31001444,UPI,No
TR_41005503,OR_31000568,"Debit Card",No
TR_41005504,OR_31007409,"Net Banking",No
TR_41005505,OR_31008920,UPI,No
TR_41005506,OR_31007606,UPI,Yes
TR_41005507,OR_31000710,"Debit Card",No
TR_41005508,OR_31002483,"Net Banking",Yes
TR_41005509,OR_31003186,"Debit Card",No
TR_41005510,OR_31005003,UPI,Yes
TR_41005511,OR_31003524,"Debit Card",No
TR_41005512,OR_31000284,Wallet,Yes
TR_41005513,OR_31004741,Wallet,Yes
TR_41005514,OR_31007465,"Credit Card",Yes
TR_41005515,OR_31006043,Wallet,No
TR_41005516,OR_31008949,"Debit Card",Yes
TR_41005517,OR_31009468,UPI,Yes
TR_41005518,OR_31007825,"Credit Card",No
TR_41005519,OR_31009102,UPI,No
TR_41005520,OR_31005515,"Debit Card",No
TR_41005521,OR_31009457,"Credit Card",Yes
TR_41005522,OR_31002219,"Net Banking",Yes
TR_41005523,OR_31007253,Wallet,Yes
TR_41005524,OR_31007596,"Debit Card",No
TR_41005525,OR_31005777,Wallet,No
TR_41005526,OR_31006775,"Debit Card",No
TR_41005527,OR_31008937,"Debit Card",No
TR_41005528,OR_31004164,"Net Banking",Yes
TR_41005529,OR_31007035,"Debit Card",No
TR_41005530,OR_31004691,"Credit Card",No
TR_41005531,OR_31004973,"Credit Card",Yes
TR_41005532,OR_31009377,UPI,No
TR_41005533,OR_31006511,"Net Banking",Yes
TR_41005534,OR_31005986,"Net Banking",Yes
TR_41005535,OR_31008359,"Debit Card",No
TR_41005536,OR_31009593,Wallet,No
TR_41005537,OR_31002952,UPI,Yes
TR_41005538,OR_31008920,UPI,Yes
TR_41005539,OR_31001127,"Credit Card",No
TR_41005540,OR_31007837,Wallet,No
TR_41005541,OR_31006939,UPI,No
TR_41005542,OR_31008225,"Net Banking",No
TR_41005543,OR_31002163,UPI,No
TR_41005544,OR_31000441,"Debit Card",No
TR_41005545,OR_31007876,Wallet,No
TR_41005546,OR_31004902,"Debit Card",Yes
TR_41005547,OR_31005310,"Net Banking",Yes
TR_41005548,OR_31007535,"Credit Card",No
TR_41005549,OR_31007330,UPI,Yes
TR_41005550,OR_31004859,"Net Banking",No
TR_41005551,OR_31007974,Wallet,No
TR_41005552,OR_31002853,"Credit Card",No
TR_41005553,OR_31002530,Wallet,Yes
TR_41005554,OR_31003827,"Net Banking",No
TR_41005555,OR_31008405,"Net Banking",Yes
TR_41005556,OR_31002920,"Debit Card",No
TR_41005557,OR_31000184,"Credit Card",Yes
TR_41005558,OR_31007441,Wallet,No
TR_41005559,OR_31003056,"Net Banking",Yes
TR_41005560,OR_31001189,"Net Banking",No
TR_41005561,OR_31000854,Wallet,No
TR_41005562,OR_31003023,"Credit Card",Yes
TR_41005563,OR_31002877,"Net Banking",Yes
TR_41005564,OR_31006217,Wallet,No
TR_41005565,OR_31001759,Wallet,Yes
TR_41005566,OR_31008631,UPI,Yes
TR_41005567,OR_31009858,Wallet,Yes
TR_41005568,OR_31006481,"Credit Card",No
TR_41005569,OR_31004187,"Debit Card",Yes
TR_41005570,OR_31000629,"Debit Card",No
TR_41005571,OR_31001294,"Net Banking",No
TR_41005572,OR_31001323,"Credit Card",Yes
TR_41005573,OR_31005947,"Net Banking",No
TR_41005574,OR_31001705,Wallet,Yes
TR_41005575,OR_31009041,UPI,No
TR_41005576,OR_31002320,UPI,No
TR_41005577,OR_31008425,Wallet,Yes
TR_41005578,OR_31007367,"Debit Card",No
TR_41005579,OR_31001045,"Debit Card",Yes
TR_41005580,OR_31005066,UPI,No
TR_41005581,OR_31000257,UPI,No
TR_41005582,OR_31009415,"Net Banking",Yes
TR_41005583,OR_31009648,UPI,Yes
TR_41005584,OR_31001435,"Debit Card",Yes
TR_41005585,OR_31000719,"Net Banking",Yes
TR_41005586,OR_31005297,UPI,Yes
TR_41005587,OR_31001490,"Debit Card",Yes
TR_41005588,OR_31001887,UPI,No
TR_41005589,OR_31009176,"Net Banking",No
TR_41005590,OR_31004657,"Net Banking",Yes
TR_41005591,OR_31001469,"Credit Card",Yes
TR_41005592,OR_31000726,"Net Banking",Yes
TR_41005593,OR_31007718,"Credit Card",No
TR_41005594,OR_31006627,"Credit Card",Yes
TR_41005595,OR_31001728,"Net Banking",No
TR_41005596,OR_31004441,UPI,No
TR_41005597,OR_31004934,UPI,No
TR_41005598,OR_31006446,UPI,No
TR_41005599,OR_31004698,Wallet,Yes
TR_41005600,OR_31000253,"Net Banking",Yes
TR_41005601,OR_31008489,"Credit Card",Yes
TR_41005602,OR_31005977,"Credit Card",No
TR_41005603,OR_31001155,UPI,No
TR_41005604,OR_31008332,UPI,No
TR_41005605,OR_31002953,"Debit Card",Yes
TR_41005606,OR_31006397,"Debit Card",No
TR_41005607,OR_31008800,Wallet,No
TR_41005608,OR_31006277,UPI,Yes
TR_41005609,OR_31001476,"Credit Card",No
TR_41005610,OR_31008887,UPI,No
TR_41005611,OR_31009654,"Net Banking",No
TR_41005612,OR_31007066,"Debit Card",Yes
TR_41005613,OR_31004940,UPI,No
TR_41005614,OR_31002437,"Net Banking",Yes
TR_41005615,OR_31007792,"Net Banking",Yes
TR_41005616,OR_31000826,"Credit Card",No
TR_41005617,OR_31000477,Wallet,Yes
TR_41005618,OR_31002020,"Net Banking",Yes
TR_41005619,OR_31002273,UPI,No
TR_41005620,OR_31002986,"Debit Card",No
TR_41005621,OR_31000130,"Credit Card",No
TR_41005622,OR_31005335,"Credit Card",No
TR_41005623,OR_31006069,"Credit Card",Yes
TR_41005624,OR_31004129,UPI,Yes
TR_41005625,OR_31008470,"Net Banking",Yes
TR_41005626,OR_31004391,"Net Banking",No
TR_41005627,OR_31003677,"Debit Card",Yes
TR_41005628,OR_31001387,Wallet,No
TR_41005629,OR_31002780,"Net Banking",Yes
TR_41005630,OR_31008118,Wallet,No
TR_41005631,OR_31005606,"Credit Card",No
TR_41005632,OR_31007812,UPI,Yes
TR_41005633,OR_31006722,"Debit Card",Yes
TR_41005634,OR_31005793,"Debit Card",Yes
TR_41005635,OR_31005370,"Credit Card",Yes
TR_41005636,OR_31002928,"Net Banking",No
TR_41005637,OR_31008848,"Credit Card",Yes
TR_41005638,OR_31002308,"Credit Card",No
TR_41005639,OR_31002900,"Debit Card",Yes
TR_41005640,OR_31004799,"Debit Card",No
TR_41005641,OR_31009720,Wallet,No
TR_41005642,OR_31000089,UPI,Yes
TR_41005643,OR_31009252,Wallet,Yes
TR_41005644,OR_31002733,Wallet,No
TR_41005645,OR_31001437,Wallet,No
TR_41005646,OR_31006316,Wallet,Yes
TR_41005647,OR_31006433,"Credit Card",No
TR_41005648,OR_31003767,"Credit Card",Yes
TR_41005649,OR_31006872,Wallet,No
TR_41005650,OR_31007587,"Net Banking",Yes
TR_41005651,OR_31008112,UPI,No
TR_41005652,OR_31002658,"Credit Card",Yes
TR_41005653,OR_31001789,UPI,Yes
TR_41005654,OR_31000054,Wallet,Yes
TR_41005655,OR_31008674,UPI,No
TR_41005656,OR_31006025,"Net Banking",No
TR_41005657,OR_31000077,"Credit Card",Yes
TR_41005658,OR_31003466,"Net Banking",No
TR_41005659,OR_31000692,"Debit Card",Yes
TR_41005660,OR_31008199,Wallet,Yes
TR_41005661,OR_31001186,"Debit Card",Yes
TR_41005662,OR_31006818,UPI,No
TR_41005663,OR_31001426,"Credit Card",No
TR_41005664,OR_31001099,UPI,Yes
TR_41005665,OR_31001259,"Debit Card",No
TR_41005666,OR_31003352,UPI,Yes
TR_41005667,OR_31009902,"Net Banking",No
TR_41005668,OR_31008505,"Credit Card",Yes
TR_41005669,OR_31009368,"Net Banking",No
TR_41005670,OR_31005806,"Debit Card",No
TR_41005671,OR_31009502,UPI,No
TR_41005672,OR_31004949,"Debit Card",Yes
TR_41005673,OR_31009865,"Net Banking",Yes
TR_41005674,OR_31005319,"Net Banking",No
TR_41005675,OR_31009080,"Credit Card",Yes
TR_41005676,OR_31000750,"Net Banking",Yes
TR_41005677,OR_31007217,"Debit Card",No
TR_41005678,OR_31000099,"Debit Card",No
TR_41005679,OR_31002676,Wallet,Yes
TR_41005680,OR_31008012,"Net Banking",Yes
TR_41005681,OR_31005270,Wallet,No
TR_41005682,OR_31006372,"Net Banking",Yes
TR_41005683,OR_31003977,"Net Banking",No
TR_41005684,OR_31008328,Wallet,Yes
TR_41005685,OR_31008930,"Credit Card",No
TR_41005686,OR_31003178,"Debit Card",Yes
TR_41005687,OR_31009151,"Net Banking",No
TR_41005688,OR_31006417,"Credit Card",Yes
TR_41005689,OR_31008862,"Net Banking",Yes
TR_41005690,OR_31001818,"Net Banking",No
TR_41005691,OR_31009719,Wallet,Yes
TR_41005692,OR_31001157,"Debit Card",Yes
TR_41005693,OR_31002684,"Credit Card",No
TR_41005694,OR_31007825,"Debit Card",No
TR_41005695,OR_31003040,UPI,Yes
TR_41005696,OR_31004622,"Debit Card",No
TR_41005697,OR_31000205,Wallet,Yes
TR_41005698,OR_31001519,"Net Banking",No
TR_41005699,OR_31005100,"Net Banking",No
TR_41005700,OR_31000442,Wallet,Yes
TR_41005701,OR_31004652,UPI,No
TR_41005702,OR_31004002,Wallet,No
TR_41005703,OR_31005682,"Credit Card",Yes
TR_41005704,OR_31001305,Wallet,Yes
TR_41005705,OR_31000339,"Debit Card",Yes
TR_41005706,OR_31005322,"Debit Card",No
TR_41005707,OR_31003880,"Credit Card",Yes
TR_41005708,OR_31003886,UPI,Yes
TR_41005709,OR_31007765,"Credit Card",No
TR_41005710,OR_31009414,Wallet,Yes
TR_41005711,OR_31009009,Wallet,No
TR_41005712,OR_31000786,"Debit Card",Yes
TR_41005713,OR_31000799,UPI,No
TR_41005714,OR_31003011,"Debit Card",No
TR_41005715,OR_31009681,"Net Banking",Yes
TR_41005716,OR_31008167,"Net Banking",No
TR_41005717,OR_31005045,"Credit Card",Yes
TR_41005718,OR_31003855,"Credit Card",No
TR_41005719,OR_31002111,"Credit Card",No
TR_41005720,OR_31000403,"Credit Card",Yes
TR_41005721,OR_31002685,Wallet,No
TR_41005722,OR_31007359,UPI,No
TR_41005723,OR_31009278,Wallet,No
TR_41005724,OR_31003000,"Net Banking",Yes
TR_41005725,OR_31004517,"Debit Card",Yes
TR_41005726,OR_31004195,"Credit Card",No
TR_41005727,OR_31002527,"Net Banking",No
TR_41005728,OR_31009459,"Net Banking",No
TR_41005729,OR_31002553,"Debit Card",No
TR_41005730,OR_31001523,Wallet,Yes
TR_41005731,OR_31003939,"Debit Card",Yes
TR_41005732,OR_31002950,Wallet,No
TR_41005733,OR_31001317,Wallet,Yes
TR_41005734,OR_31008419,UPI,No
TR_41005735,OR_31004359,Wallet,No
TR_41005736,OR_31002586,"Net Banking",Yes
TR_41005737,OR_31002757,UPI,No
TR_41005738,OR_31009413,Wallet,No
TR_41005739,OR_31007411,Wallet,No
TR_41005740,OR_31001321,Wallet,Yes
TR_41005741,OR_31009518,"Credit Card",Yes
TR_41005742,OR_31006093,Wallet,No
TR_41005743,OR_31005134,"Debit Card",Yes
TR_41005744,OR_31002342,"Credit Card",No
TR_41005745,OR_31004543,"Credit Card",Yes
TR_41005746,OR_31006282,"Debit Card",No
TR_41005747,OR_31004266,Wallet,Yes
TR_41005748,OR_31002059,Wallet,No
TR_41005749,OR_31002506,"Net Banking",Yes
TR_41005750,OR_31000511,Wallet,No
TR_41005751,OR_31000842,"Debit Card",No
TR_41005752,OR_31006597,"Debit Card",No
TR_41005753,OR_31009303,UPI,No
TR_41005754,OR_31004507,UPI,Yes
TR_41005755,OR_31002773,Wallet,Yes
TR_41005756,OR_31009735,Wallet,Yes
TR_41005757,OR_31003974,"Credit Card",No
TR_41005758,OR_31004256,Wallet,No
TR_41005759,OR_31003776,"Credit Card",No
TR_41005760,OR_31001161,UPI,Yes
TR_41005761,OR_31005322,Wallet,Yes
TR_41005762,OR_31002655,"Debit Card",Yes
TR_41005763,OR_31005784,UPI,Yes
TR_41005764,OR_31005927,"Credit Card",Yes
TR_41005765,OR_31007582,"Debit Card",No
TR_41005766,OR_31004984,"Net Banking",No
TR_41005767,OR_31001541,"Debit Card",Yes
TR_41005768,OR_31005596,UPI,No
TR_41005769,OR_31002585,UPI,Yes
TR_41005770,OR_31001344,UPI,No
TR_41005771,OR_31004911,"Debit Card",Yes
TR_41005772,OR_31008531,"Net Banking",No
TR_41005773,OR_31006257,"Credit Card",No
TR_41005774,OR_31008210,UPI,No
TR_41005775,OR_31006109,"Credit Card",Yes
TR_41005776,OR_31002856,"Debit Card",Yes
TR_41005777,OR_31002184,"Debit Card",Yes
TR_41005778,OR_31006721,"Credit Card",Yes
TR_41005779,OR_31007850,"Debit Card",No
TR_41005780,OR_31007865,"Net Banking",No
TR_41005781,OR_31002451,"Debit Card",Yes
TR_41005782,OR_31006665,Wallet,Yes
TR_41005783,OR_31001402,"Debit Card",No
TR_41005784,OR_31004427,"Debit Card",No
TR_41005785,OR_31002556,"Credit Card",No
TR_41005786,OR_31009990,UPI,Yes
TR_41005787,OR_31001077,"Net Banking",Yes
TR_41005788,OR_31008388,"Credit Card",Yes
TR_41005789,OR_31000712,"Net Banking",No
TR_41005790,OR_31001076,Wallet,No
TR_41005791,OR_31005924,UPI,Yes
TR_41005792,OR_31004357,UPI,Yes
TR_41005793,OR_31004827,UPI,No
TR_41005794,OR_31004211,UPI,Yes
TR_41005795,OR_31005453,"Net Banking",No
TR_41005796,OR_31002764,UPI,Yes
TR_41005797,OR_31007419,"Net Banking",No
TR_41005798,OR_31001855,UPI,No
TR_41005799,OR_31002503,"Credit Card",Yes
TR_41005800,OR_31009061,"Debit Card",No
TR_41005801,OR_31007620,Wallet,No
TR_41005802,OR_31000715,"Net Banking",Yes
TR_41005803,OR_31009893,"Net Banking",No
TR_41005804,OR_31003189,UPI,No
TR_41005805,OR_31003567,"Net Banking",No
TR_41005806,OR_31000145,"Credit Card",No
TR_41005807,OR_31008211,"Net Banking",Yes
TR_41005808,OR_31006911,"Credit Card",No
TR_41005809,OR_31002921,"Debit Card",No
TR_41005810,OR_31005726,"Debit Card",Yes
TR_41005811,OR_31000109,UPI,No
TR_41005812,OR_31009486,UPI,No
TR_41005813,OR_31008888,Wallet,Yes
TR_41005814,OR_31009533,Wallet,Yes
TR_41005815,OR_31000143,"Debit Card",No
TR_41005816,OR_31000819,"Credit Card",Yes
TR_41005817,OR_31001688,"Credit Card",No
TR_41005818,OR_31003102,Wallet,No
TR_41005819,OR_31004639,UPI,No
TR_41005820,OR_31009421,"Net Banking",No
TR_41005821,OR_31002107,"Debit Card",Yes
TR_41005822,OR_31001416,"Net Banking",No
TR_41005823,OR_31001052,"Credit Card",Yes
TR_41005824,OR_31007228,UPI,Yes
TR_41005825,OR_31000898,Wallet,No
TR_41005826,OR_31001994,"Net Banking",No
TR_41005827,OR_31003564,"Debit Card",No
TR_41005828,OR_31009332,"Credit Card",No
TR_41005829,OR_31009250,Wallet,Yes
TR_41005830,OR_31007948,Wallet,Yes
TR_41005831,OR_31008704,"Debit Card",No
TR_41005832,OR_31001461,"Credit Card",Yes
TR_41005833,OR_31008030,Wallet,Yes
TR_41005834,OR_31003886,Wallet,No
TR_41005835,OR_31008833,"Debit Card",No
TR_41005836,OR_31004902,UPI,Yes
TR_41005837,OR_31003722,"Net Banking",No
TR_41005838,OR_31007755,"Credit Card",Yes
TR_41005839,OR_31002135,"Credit Card",No
TR_41005840,OR_31006729,UPI,No
TR_41005841,OR_31007529,UPI,No
TR_41005842,OR_31001173,UPI,Yes
TR_41005843,OR_31004917,"Net Banking",Yes
TR_41005844,OR_31009443,"Credit Card",No
TR_41005845,OR_31008994,"Net Banking",Yes
TR_41005846,OR_31002610,"Debit Card",No
TR_41005847,OR_31005896,"Credit Card",Yes
TR_41005848,OR_31001297,"Credit Card",Yes
TR_41005849,OR_31000707,Wallet,Yes
TR_41005850,OR_31006107,"Credit Card",Yes
TR_41005851,OR_31007222,Wallet,No
TR_41005852,OR_31005165,"Credit Card",Yes
TR_41005853,OR_31009748,"Debit Card",Yes
TR_41005854,OR_31009787,"Debit Card",No
TR_41005855,OR_31004280,UPI,No
TR_41005856,OR_31003024,"Net Banking",No
TR_41005857,OR_31003047,Wallet,Yes
TR_41005858,OR_31006685,"Debit Card",No
TR_41005859,OR_31002258,"Net Banking",No
TR_41005860,OR_31004555,"Credit Card",No
TR_41005861,OR_31000864,"Debit Card",Yes
TR_41005862,OR_31003783,UPI,No
TR_41005863,OR_31006389,"Debit Card",No
TR_41005864,OR_31002656,"Credit Card",Yes
TR_41005865,OR_31000666,Wallet,No
TR_41005866,OR_31001812,"Net Banking",No
TR_41005867,OR_31001048,"Debit Card",Yes
TR_41005868,OR_31008408,UPI,No
TR_41005869,OR_31000314,"Net Banking",Yes
TR_41005870,OR_31000280,"Debit Card",No
TR_41005871,OR_31000431,"Credit Card",No
TR_41005872,OR_31007271,"Debit Card",No
TR_41005873,OR_31006494,UPI,Yes
TR_41005874,OR_31009076,UPI,No
TR_41005875,OR_31004663,Wallet,No
TR_41005876,OR_31007144,UPI,Yes
TR_41005877,OR_31002111,Wallet,No
TR_41005878,OR_31001457,Wallet,Yes
TR_41005879,OR_31007605,"Debit Card",No
TR_41005880,OR_31004326,"Credit Card",No
TR_41005881,OR_31006279,UPI,No
TR_41005882,OR_31002716,"Debit Card",No
TR_41005883,OR_31000367,UPI,Yes
TR_41005884,OR_31006997,UPI,Yes
TR_41005885,OR_31005741,Wallet,Yes
TR_41005886,OR_31009362,"Net Banking",Yes
TR_41005887,OR_31006815,"Credit Card",No
TR_41005888,OR_31002310,"Debit Card",Yes
TR_41005889,OR_31006653,Wallet,Yes
TR_41005890,OR_31009920,Wallet,No
TR_41005891,OR_31003038,"Credit Card",No
TR_41005892,OR_31004160,"Net Banking",No
TR_41005893,OR_31000052,Wallet,No
TR_41005894,OR_31005110,UPI,No
TR_41005895,OR_31001513,UPI,Yes
TR_41005896,OR_31002697,Wallet,No
TR_41005897,OR_31009230,UPI,Yes
TR_41005898,OR_31002902,"Credit Card",No
TR_41005899,OR_31001838,"Credit Card",No
TR_41005900,OR_31000489,UPI,No
TR_41005901,OR_31002624,Wallet,Yes
TR_41005902,OR_31008280,"Credit Card",No
TR_41005903,OR_31006423,"Net Banking",No
TR_41005904,OR_31001569,"Net Banking",No
TR_41005905,OR_31009610,"Net Banking",No
TR_41005906,OR_31003194,UPI,Yes
TR_41005907,OR_31003456,UPI,Yes
TR_41005908,OR_31007127,"Net Banking",Yes
TR_41005909,OR_31003073,Wallet,No
TR_41005910,OR_31009287,UPI,No
TR_41005911,OR_31005088,"Credit Card",No
TR_41005912,OR_31006741,"Debit Card",Yes
TR_41005913,OR_31008265,"Net Banking",Yes
TR_41005914,OR_31005563,"Credit Card",No
TR_41005915,OR_31007014,UPI,Yes
TR_41005916,OR_31006843,Wallet,No
TR_41005917,OR_31006422,"Credit Card",Yes
TR_41005918,OR_31003147,UPI,Yes
TR_41005919,OR_31002514,"Debit Card",Yes
TR_41005920,OR_31005099,UPI,No
TR_41005921,OR_31004623,"Net Banking",Yes
TR_41005922,OR_31009363,Wallet,No
TR_41005923,OR_31001647,"Debit Card",No
TR_41005924,OR_31003152,"Net Banking",Yes
TR_41005925,OR_31001788,"Credit Card",Yes
TR_41005926,OR_31005139,Wallet,Yes
TR_41005927,OR_31009161,"Credit Card",No
TR_41005928,OR_31005264,UPI,Yes
TR_41005929,OR_31007701,"Credit Card",No
TR_41005930,OR_31009777,"Net Banking",Yes
TR_41005931,OR_31005832,"Credit Card",No
TR_41005932,OR_31007439,"Net Banking",No
TR_41005933,OR_31007966,UPI,Yes
TR_41005934,OR_31008561,Wallet,Yes
